Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards,Year
WV ST DEPT HLTH & HUMAN RESOURCE,148040327,CHARLESTON,WV,253050001,KANAWHA,United States of America,Health Department,State Government,"$275,244,763 ",2019
WV ST DEPT HLTH & HUMAN RESOURCE,824700611,CHARLESTON,WV,253050001,KANAWHA,United States of America,Health Department,State Government,"$3,181,682 ",2019
WV ST DEPT HLTH & HUMAN RESOURCE,928403682,CHARLESTON,WV,253050001,KANAWHA,United States of America,Health Department,State Government,"$54,527,965 ",2019
"Health And Human Resources, West Virginia Department Of",140779708,CHARLESTON,WV,253011745,KANAWHA,United States of America,Health Department,State Government,"$97,966,661 ",2019
"Health And Human Resources, West Virginia Department Of",618137715,CHARLESTON,WV,253011745,KANAWHA,United States of America,Health Department,State Government,"$300,000 ",2019
"WV ST DEPARTMENT OF HEALTH, ALCOHOL & DRUG ABUSE PROG",140779708,CHARLESTON,WV,25305,KANAWHA,United States of America,Health Department,State Government,"($114,865)",2019
Jackson County Health Department,861071926,RIPLEY,WV,25271,JACKSON,United States of America,Health Department,County Government,"$500,000 ",2019
FAYETTE COUNTY - HEALTH DEPARTMENT,4615285,FAYETTEVILLE,WV,258408504,FAYETTE,United States of America,Health Department,State Government,"$235,014 ",2019
WEST VIRGINIA DEPARTMENT OF HEALTH,618137715,CHARLESTON,WV,25305,KANAWHA,United States of America,Health Department,State Government,"$12,647,349 ",2019
"GREENE COUNTY HEALTH CARE, INC",82369166,SNOWHILL,NC,28580,GREENE,United States of America,Other Health Organization,County Government,"$9,054,611 ",2019
"NC ST DEPT OF HEALTH AND HUMAN SRV, DIV OF  MH,DD,SAS",809785363,RALEIGH,NC,276993001,WAKE,United States of America,Other Health Organization,State Government,"$6,117,149 ",2019
"DURHAM, COUNTY OF",4874228,DURHAM,NC,277013649,DURHAM,United States of America,Health Department,County Government,"$538,646 ",2019
GASTON COUNTY DEPARTMENT OF HEALTH,71062186,GASTONIA,NC,28052,GASTON,United States of America,Health Department,County Government,"$133,333 ",2019
MADISON COUNTY HEALTH DEPARTMENT,831052873,MARSHALL,NC,28753,MADISON,United States of America,Health Department,County Government,"$125,000 ",2019
County of Transylvania,30494215,BREVARD,NC,28712,TRANSYLVANIA,United States of America,Health Department,County Government,"$96,221 ",2019
WAKE COUNTY DEPARTMENT OF HEALTH,170300755,RALEIGH,NC,276204049,WAKE,United States of America,Hospital,County Government,"$534,798 ",2019
CUMBERLAND COUNTY HEALTH DEPARTMENT,123914376,FAYETTEVILLE,NC,28302,CUMBERLAND,United States of America,Health Department,County Government,"$70,000 ",2019
Stanly County,131060829,ALBEMARLE,NC,280012847,STANLY,United States of America,Health Department,County Government,"$1,000,000 ",2019
"LEXINGTON/RICHLAND ALCOHOL & DRUG ABUSE COUNCIL, INC",944157007,COLUMBIA,SC,29203,RICHLAND,United States of America,Other Health Organization,City Government,"$668,166 ",2019
Greenville County Commission on Alcohol and Drug Abuse,966622263,GREENVILLE,SC,296072410,GREENVILLE,United States of America,Other Health Organization,County Government,"$245,256 ",2019
Chester County Commission on Alcohol and Drug Abuse,964833177,Chester,SC,297061524,CHESTER,United States of America,Other Health Organization,County Government,"$231,675 ",2019
DHHS IHS PHOENIX AREA,79950017,PARKER,AZ,85344,LA PAZ,United States of America,Health Department,State Government,"$203,991 ",2019
SC ST DEPT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29211,RICHLAND,United States of America,Health Department,State Government,"$78,617,460 ",2019
South Carolina Department Health & Human Services,607243706,COLUMBIA,SC,29202,RICHLAND,United States of America,Other Health Organization,State Government,"$338,717 ",2019
SC ST DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29201,RICHLAND,United States of America,Health Department,State Government,"$16,644,937 ",2019
SC ST DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29201,RICHLAND,United States of America,Health Department,State Government,"$3,139,944 ",2019
SC ST DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29201,RICHLAND,United States of America,Health Department,State Government,"$375,000 ",2019
"Lancaster, County of",86866944,LANCASTER,SC,297211809,LANCASTER,United States of America,Other Health Organization,County Government,"$807,116 ",2019
SC ST DEPARTMENT OF MENTAL HEALTH,43980093,COLUMBIA,SC,29202,RICHLAND,United States of America,Health Department,State Government,"$15,377,265 ",2019
SC ST DEPARTMENT OF MENTAL HEALTH,112674036,COLUMBIA,SC,29202,RICHLAND,United States of America,Health Department,State Government,$0 ,2019
SPARTANBURG GENERAL HOSPITAL,52072048,SPARTANBURG,SC,29303,SPARTANBURG,United States of America,Hospital,County Government,"($4,841)",2019
COLUMBUS DEPARTMENT OF PUBLIC HEALTH,136663072,COLUMBUS,GA,31902,MUSCOGEE,United States of America,Health Department,City Government,"$19,893 ",2019
LAURENS COUNTY BOARD OF HEALTH,143060593,DUBLIN,GA,31021,LAURENS,United States of America,Health Department,County Government,"$1,371,105 ",2019
Columbus Consolidated Government,37221327,COLUMBUS,GA,319021340,MUSCOGEE,United States of America,Health Department,County Government,"$843,380 ",2019
CLAYTON COUNTY HEALTH DEPARTMENT,962435579,JONESBORO,GA,30236,CLAYTON,United States of America,Health Department,County Government,"$1,179,168 ",2019
HOUSTON COUNTY HEALTH DEPARTMENT,123374162,MACON,GA,31201,BIBB,United States of America,Health Department,County Government,"$1,252,758 ",2019
LOWNDES COUNTY BOARD OF HEALTH,101007164,VALDOSTA,GA,316035147,LOWNDES,United States of America,Health Department,County Government,"$537,668 ",2019
"THE FAMILY HEALTH CENTERS OF GEORGIA, INC",10105807,ATLANTA,GA,303102750,FULTON,United States of America,Hospital,County Government,"$13,438,124 ",2019
GA ST DEPT OF COMMUNITY HEALTH,90320420,ATLANTA,GA,303033159,FULTON,United States of America,Other Health Organization,State Government,"$84,999 ",2019
GA ST DEPT OF COMMUNITY HEALTH,103886896,ATLANTA,GA,303033159,FULTON,United States of America,Other Health Organization,State Government,"$6,179,928 ",2019
GA ST DEPT OF COMMUNITY HEALTH,142661680,ATLANTA,GA,303033159,FULTON,United States of America,Other Health Organization,State Government,"$5,114,116 ",2019
GA ST DEPT OF COMMUNITY HEALTH,968217559,ATLANTA,GA,303033159,FULTON,United States of America,Other Health Organization,State Government,"($12,825)",2019
GA ST DEPT OF MEDICAL ASSISTANCE,142661680,ATLANTA,GA,303033159,FULTON,United States of America,Health Department,State Government,"$8,022,459,239 ",2019
"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC.",93125649,NEWTON GROVE,NC,28366,SAMPSON,United States of America,Hospital,County Government,"$12,124,587 ",2019
DEKALB COUNTY BOARD OF HEALTH,42630975,DECATUR,GA,30030,DE KALB,United States of America,Health Department,County Government,"$904,042 ",2019
CLARKE COUNTY BOARD OF HEALTH,102233116,ATHENS,GA,30605,CLARKE,United States of America,Other Health Organization,County Government,"$547,404 ",2019
Advantage Behavioral Health Systems,930142125,ATHENS,GA,306010000,CLARKE,United States of America,Health Department,State Government,$0 ,2019
FLOYD COUNTY BOARD OF HEALTH,617083241,ROME,GA,30161,FLOYD,United States of America,Health Department,County Government,"$299,297 ",2019
HALL COUNTY BOARD OF HEALTH,805622177,GAINESVILLE,GA,30501,HALL,United States of America,Health Department,County Government,"$321,369 ",2019
WARE COUNTY BOARD OF HEALTH,39487210,WAYCROSS,GA,315013525,WARE,United States of America,Health Department,County Government,"$1,185,055 ",2019
City of Atlanta - ATL Homeless Continuum of Care,65372500,ATLANTA,GA,30303,FULTON,United States of America,Health Department,City Government,$0 ,2019
COBB COUNTY BOARD OF HEALTH,612931212,MARIETTA,GA,30060,COBB,United States of America,Health Department,County Government,"$1,367,686 ",2019
Grady Memorial Hospital Corp D/B/A Grady Health System,961615700,ATLANTA,GA,30335,FULTON,United States of America,Hospital,County Government,"$627,060 ",2019
TIFT REGIONAL MEDICAL CENTER,968649579,TIFTON,GA,31794,TIFT,United States of America,Hospital,City Government,"$515,874 ",2019
FULTON COUNTY HEALTH DEPARTMENT,133894167,ATLANTA,GA,30303,FULTON,United States of America,Health Department,County Government,"$26,986,964 ",2019
WAYNE COUNTY HEALTH DEPARTMENT,617082441,JESUP,GA,31545,WAYNE,United States of America,Health Department,County Government,"$200,000 ",2019
CHATHAM COUNTY DEPARTMENT OF HEALTH,826501947,SAVANNAH,GA,314161257,CHATHAM,United States of America,Health Department,County Government,"$1,687,155 ",2019
"LAKEVIEW CENTER, INC",98929524,PENSACOLA,FL,325011857,ESCAMBIA,United States of America,Hospital,County Government,"$1,373,132 ",2019
"COMMUNITY HEALTH OF SOUTH FLORIDA, INC",72250160,MIAMI,FL,33170,,United States of America,Other Health Organization,County Government,"$19,451,985 ",2019
FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA,84188598,FORT MYERS,FL,339021357,LEE,United States of America,Other Health Organization,County Government,"$10,217,648 ",2019
"SUNCOAST COMMUNITY HEALTH CENTERS, INC",91654814,RUSKIN,FL,33570,HILLSBOROUGH,United States of America,Hospital,County Government,"$6,958,862 ",2019
"FL DISABILITIES DEVELOPMENTAL COUNCIL, INC.",36530194,TALLAHASSEE,FL,323012981,LEON,United States of America,Health Department,State Government,"$3,882,710 ",2019
FL ST DEPT OF HLTH,364215061,TALLAHASSEE,FL,323991729,LEON,United States of America,Health Department,State Government,"$167,796,633 ",2019
PINELLAS COUNTY PUBLIC HEALTH UNIT,364215061,SAINT PETERSBURG,FL,33701,PINELLAS,United States of America,Health Department,County Government,"($189,509)",2019
OKALOOSA COUNTY HEALTH DEPT.,364215061,FT WALTON,FL,325485066,OKALOOSA,United States of America,Health Department,County Government,"$306,167 ",2019
"Health, Florida Department of",364215061,TALLAHASSEE,FL,323991701,DUVAL,United States of America,Health Department,County Government,"$2,603,557 ",2019
BROWARD COUNTY HEALTH DEPARTMENT,364215061,FORT LAUDERDALE,FL,33315,BROWARD,United States of America,Health Department,County Government,"$3,576,845 ",2019
HENDRY COUNTY HEALTH DEPARTMENT,364215061,LABELLE,FL,33975,HENDRY,United States of America,Health Department,State Government,"$317,459 ",2019
Baker County Health Department,364215061,MACCLENNY,FL,32063,BAKER,United States of America,Health Department,County Government,"$841,077 ",2019
Osceola County Health Department,364215061,KISSIMMEE,FL,347444428,OSCEOLA,United States of America,Health Department,County Government,$0 ,2019
UNION COUNTY HEALTH DEPARTMENT,364215061,LAKE BUTLER,FL,320541731,UNION,United States of America,Health Department,State Government,"$1,223,048 ",2019
WALTON COUNTY HEALTH DEPARTMENT,364215061,DEFUNIAK SPRINGS,FL,32433,WALTON,United States of America,Health Department,State Government,"$1,427,686 ",2019
COMMUNITY HEALTH & HUMAN SCVS DEPARTMENT,69672137,TAMPA,FL,33602,HILLSBOROUGH,United States of America,Health Department,County Government,"$10,362,720 ",2019
ORANGE COUNTY HEALTH DEPARTMENT,364215061,ORLANDO,FL,32804,ORANGE,United States of America,Health Department,County Government,"$1,675,176 ",2019
FL ST DEPARTMENT OF CHILDREN AND FAMILIES,360706212,TALLAHASSEE,FL,323996570,LEON,United States of America,Health Department,State Government,"$367,669,025 ",2019
FL ST DEPARTMENT OF CHILDREN AND FAMILIES,604604350,TALLAHASSEE,FL,323996570,LEON,United States of America,Health Department,State Government,"$764,740,804 ",2019
FL ST DEPARTMENT OF HEALTH & REHABILITATIVE SERVICES,364215061,TALLAHASSEE,FL,32301,LEON,United States of America,Health Department,State Government,"$4,960,858 ",2019
POLK COUNTY PUBLIC HEALTH UNIT,364215061,BARTOW,FL,33830,POLK,United States of America,Other Health Organization,County Government,"$546,633 ",2019
FL ST FOR HEALTH CARE ADMINISTRATION,135837198,TALLAHASSEE,FL,32308,LEON,United States of America,Other Health Organization,State Government,"$15,114,645,089 ",2019
FL ST FOR HEALTH CARE ADMINISTRATION,364215061,TALLAHASSEE,FL,32308,LEON,United States of America,Other Health Organization,State Government,"$11,198,755 ",2019
FL ST DEPT OF HLTH,364215061,TALLAHASSEE,FL,323991729,LEON,United States of America,Health Department,State Government,"$143,392,718 ",2019
"FL ST DEPT OF HLTH & REHAB SVCS, AGING & ADULT SERVICES",604604350,TALLAHSEE,FL,32301,LEON,United States of America,Health Department,State Government,"$5,300,180 ",2019
UNIVERSITY OF FLORIDA,92530369,GAINESVILLE,FL,326113001,ALACHUA,United States of America,Hospital,State Government,"$194,156 ",2019
UNIVERSITY OF FLORIDA,969663814,GAINESVILLE,FL,326113001,ALACHUA,United States of America,Hospital,State Government,"$194,795,079 ",2019
SOUTH BROWARD HOSPITAL DISTRICT,148577166,HOLLYWOOD,FL,330215421,BROWARD,United States of America,Hospital,State Government,"$150,000 ",2019
KY ST DEPARTMENT OF HEALTH,927049767,FRANKFORT,KY,40601,FRANKLIN,United States of America,Health Department,State Government,"$535,000 ",2019
KY ST CABINET FOR HEALTH AND FAMILY SERVICES,927049767,FRANKFORT,KY,40621,FRANKLIN,United States of America,Health Department,State Government,"$8,694,580,421 ",2019
KY ST DEPT OF INS,40579752,FRANKFORT,KY,40601,FRANKLIN,United States of America,Other Health Organization,State Government,"($14,394)",2019
"KY Dept. for Behavioral Health, Dev. & Intell. Disabi",927049767,FRANKFORT,KY,40601,FRANKLIN,United States of America,Health Department,State Government,"$48,669,300 ",2019
"REGION 20 MENTAL HEALTH & MENTAL RETARDATION BOARD, INC",68135607,PRESTONSBURG,KY,41653,FLOYD,United States of America,Health Department,State Government,"$1,688,646 ",2019
MADISON COUNTY HEALTH DEPARTMENT,137703609,RICHMOND,KY,404761208,MADISON,United States of America,Health Department,County Government,"$123,730 ",2019
PURCHASE DISTRICT HEALTH DEPARTMENT (INC),784080116,PADUCAH,KY,420031955,MCCRACKEN,United States of America,Health Department,State Government,"$700,000 ",2019
State of Connecticut Consumer Protection,949575682,HARTFORD,CT,6106,HARTFORD,United States of America,Other Health Organization,State Government,"$223,581 ",2019
KENTON COUNTY DETENTION CENTER,808440577,COVINGTON,KY,410171168,KENTON,United States of America,Health Department,County Government,"$524,670 ",2019
NASHVILLE METROPOLITAN HEALTH DEPARTMENT,78217668,NASHVILLE,TN,37203,DAVIDSON,United States of America,Health Department,City Government,"$5,147,827 ",2019
"MORGAN COUNTY HEALTH COUNCIL, INC",188838395,WARTBURG,TN,378870408,MORGAN,United States of America,Other Health Organization,County Government,"$1,635,577 ",2019
"PERRY COUNTY MEDICAL CENTER, INC",122481179,LINDEN,TN,370960916,PERRY,United States of America,Hospital,County Government,"$2,320,810 ",2019
Professional Care Services of West TN,73522161,COVINGTON,TN,38019,TIPTON,United States of America,Other Health Organization,County Government,"$246,166 ",2019
City of Knoxville,42453530,KNOXVILLE,TN,379022494,KNOX,United States of America,Other Health Organization,City Government,"$124,539 ",2019
CHATTANOOGA-HAMILTON COUNTY HEALTH DEPARTMENT,29870271,CHATTANOOGA,TN,37403,HAMILTON,United States of America,Health Department,County Government,"$1,561,143 ",2019
"COUNTY OF ROANE, INC. - RECOVERY COURT EXPANSION",876225632,KINGSTON,TN,37763,ROANE,United States of America,Health Department,County Government,"$400,000 ",2019
"RUTHERFORD, COUNTY OF - PROBATION & RECOVERY SERVICE",64367980,MURFREESBORO,TN,37130,RUTHERFORD,United States of America,Health Department,County Government,"$322,671 ",2019
Williamson County General Sessions DUI Court,31968063,FRANKLIN,TN,37064,WILLIAMSON,United States of America,Other Health Organization,State Government,"$399,031 ",2019
TN ST DEPARTMENT OF HEALTH,172636268,NASHVILLE,TN,372470310,DAVIDSON,United States of America,Health Department,State Government,"$118,341,989 ",2019
TN ST DEPARTMENT OF HEALTH,879016251,NASHVILLE,TN,372470310,DAVIDSON,United States of America,Health Department,State Government,"($60,000)",2019
TN ST DEPT OF MNTL HLTH and Substance Abuse Services,878890425,NASHVILLE,TN,372438121,DAVIDSON,United States of America,Health Department,State Government,"$71,253,600 ",2019
TN ST DEPARTMENT OF MENTAL HEALTH,878890425,NASHVILLE,TN,37219,DAVIDSON,United States of America,Health Department,State Government,"$13,278,279 ",2019
TN Commission on Aging and Disability,98973790,NASHVILLE,TN,37243,DAVIDSON,United States of America,Other Health Organization,State Government,"$31,462,690 ",2019
CHILDREN'S HOSPITAL OF ALABAMA,72106867,BIRMINGHAM,AL,352331711,JEFFERSON,United States of America,Hospital,City Government,"$6,040,875 ",2019
AL ST DEPARTMENT OF MENTAL HEALTH & MENTAL RETARDATION,929956324,MONTGOMERY,AL,361301410,MONTGOMERY,United States of America,Health Department,State Government,"$26,882,744 ",2019
"BAYOU LA BATRE AREA HEALTH DEVELOPMENT BOARD, INC.",23092505,BAYOU LA BATRE,AL,365090769,MOBILE,United States of America,Other Health Organization,City Government,"$3,377,476 ",2019
NORTHEAST ALABAMA HEALTH SERVICES INC,12874991,SCOTTSBORO,AL,35768,JACKSON,United States of America,Health Department,County Government,"$2,672,964 ",2019
AL ST DEPARTMENT OF MENTAL HEALTH & MENTAL RETARDATION,929956324,MONTGOMERY,AL,36193,MONTGOMERY,United States of America,Health Department,State Government,"$34,838,173 ",2019
AL ST DEPARTMENT OF PUBLIC HEALTH,613842061,MONTGOMERY,AL,361303017,MONTGOMERY,United States of America,Health Department,State Government,"$38,506,544 ",2019
AL ST DEPARTMENT OF PUBLIC HEALTH,613842061,MONTGOMERY,AL,36104,MONTGOMERY,United States of America,Health Department,State Government,"$57,195,681 ",2019
ALABAMA MEDICAID AGENCY,1904635,MONTGOMERY,AL,361035624,MONTGOMERY,United States of America,Other Health Organization,State Government,"$5,691,131,076 ",2019
MOBILE COUNTY HEALTH DEPARTMENT,877377440,MOBILE,AL,366522867,MOBILE,United States of America,Health Department,County Government,"$9,763,020 ",2019
UNIVERSITY OF ALABAMA HOSPITALS,63690705,BIRMINGHAM,AL,35233,JEFFERSON,United States of America,Hospital,State Government,"$3,117,326 ",2019
UNIVERSITY OF ALABAMA HOSPITALS,63690705,BIRMINGHAM,AL,35233,JEFFERSON,United States of America,Hospital,State Government,"$1,503,039 ",2019
"MS ST OFFICE OF THE GOVERNOR, DIVISION OF MEDICAID",36720175,JACKSON,MS,392011311,HINDS,United States of America,Other Health Organization,State Government,"$4,511,702,245 ",2019
PINE BELT MENTAL HEALTH & RETARDATION SERVICES,44748812,HATTIESBURG,MS,394048679,FORREST,United States of America,Health Department,State Government,"$1,218,445 ",2019
"MS ST DEPT OF MENTAL HEALTH, DIVISION OF ADMINISTRATION",809399926,JACKSON,MS,39201,HINDS,United States of America,Health Department,State Government,"$19,126,672 ",2019
MS ST DEPARTMENT OF MENTAL HEALTH,809399926,JACKSON,MS,39201,HINDS,United States of America,Health Department,State Government,"$22,223,584 ",2019
DeSoto County Mississippi,81342743,HERNANDO,MS,386322170,DE SOTO,United States of America,Other Health Organization,County Government,$0 ,2019
15th Judicial District Drug Court,25609518,PURVIS,MS,39475,LAMAR,United States of America,Health Department,County Government,"$299,377 ",2019
MS DEPT REHAB. OFFICE OF SPEC. SERV FOR INDV. WITH DISB,809850100,JACKSON,MS,392151698,HINDS,United States of America,Health Department,State Government,"$753,846 ",2019
MS ST DEPARTMENT OF HEALTH,809399892,JACKSON,MS,392151700,HINDS,United States of America,Health Department,State Government,"$70,932,893 ",2019
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,928824473,JACKSON,MS,392164500,HINDS,United States of America,Hospital,State Government,$0 ,2019
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,67713560,JACKSON,MS,392164500,HINDS,United States of America,Hospital,State Government,$0 ,2019
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,928824473,JACKSON,MS,392164500,HINDS,United States of America,Hospital,State Government,"$32,312,060 ",2019
TALLAHATCHIE GENERAL HOSPITAL,30418511,CHARLESTON,MS,38921,TALLAHATCHIE,United States of America,Hospital,County Government,($6),2019
Pridelines Youth Services dba Pridelines,50379259,MIAMI,FL,331386108,,United States of America,Health Department,State Government,"$225,000 ",2019
"Salud Integral en la Montana, Inc.",136099236,NARANJITO,PR,7190515,NARANJITO,USA Related Territories,Health Department,State Government,"$8,433,767 ",2019
Department Of Education Of Puerto Rico,90142522,SAN JUAN,PR,9190759,SAN  JUAN,USA Related Territories,Health Department,State Government,"$34,347 ",2019
Department Of Education Of Puerto Rico,105817142,SAN JUAN,PR,9190759,SAN  JUAN,USA Related Territories,Health Department,State Government,"$282,688 ",2019
PUERTO RICO PLANNING BOARD,91087734,SAN JUAN,PR,940,SAN  JUAN,USA Related Territories,Health Department,State Government,"$500,776 ",2019
MUNICIPALITY OF BAYAMON,140030706,RIO PIEDRAS,PR,927,SAN  JUAN,USA Related Territories,Health Department,City Government,"$683,592 ",2019
PONCE DEPARTMENT OF HEALTH,91127365,PONCE,PR,731,PONCE,USA Related Territories,Health Department,County Government,"$2,749,548 ",2019
PONCE DEPARTMENT OF HEALTH,138395335,PONCE,PR,731,PONCE,USA Related Territories,Health Department,County Government,"($2,630)",2019
Departamento De Salud Oficial,105817142,SAN JUAN,PR,9368184,SAN  JUAN,USA Related Territories,Other Health Organization,State Government,"$40,284,611 ",2019
Mental Health & Anti-Addiction Serv Adminstration,612702134,BAYAMON,PR,9607087,BAYAMON,USA Related Territories,Health Department,State Government,"$21,609,778 ",2019
Virgin Islands Domestic Violence And Sexual Assault Cou,160345240,KINGSHILL,VI,850,FREDERIKSTED,USA Related Territories,Other Health Organization,State Government,"$270,894 ",2019
Northern Marianas Coalition Against Sexual and Domestic,854856606,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Other Health Organization,State Government,"$270,894 ",2019
"VI DEPARTMENT OF HEALTH, OFFICE OF FEDERAL GRANTS MGT",132316811,SAINT THOMAS,VI,802,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$50,000 ",2019
"VI DEPARTMENT OF HEALTH, OFFICE OF FEDERAL GRANTS MGT",145950189,SAINT THOMAS,VI,802,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$150,464 ",2019
"VI DEPARTMENT OF HEALTH, OFFICE OF FEDERAL GRANTS MGT",167269765,SAINT THOMAS,VI,802,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$249,108,305 ",2019
CA ST OFFICE OF STATEWIDE HEALTH PLANNING & DEVELOP,106882207,SACRAMENTO,CA,958146437,SACRAMENTO,United States of America,Health Department,State Government,"$1,560,118 ",2019
South Heartland District Health Department,147310242,HASTINGS,NE,689015256,ADAMS,United States of America,Health Department,State Government,"$100,000 ",2019
FL ST DEPARTMENT OF CHILDREN AND FAMILIES,604604350,TALLAHASSEE,FL,32301,LEON,United States of America,Health Department,State Government,"$102,157,832 ",2019
LEE COUNTY COOPERATIVE CLINIC,78575107,MARIANNA,AR,72360,LEE,United States of America,Other Health Organization,County Government,"$2,306,659 ",2019
ARKANSAS DEPARTMENT OF HEALTH,809873185,LITTLE ROCK,AR,722053866,PULASKI,United States of America,Health Department,State Government,"$23,777,632 ",2019
Arkansas St Dept of Health - Injury & Viol. Prevention,809873185,LITTLE ROCK,AR,722053867,PULASKI,United States of America,Health Department,State Government,"($1,505,313)",2019
ARKANSAS DEPARTMENT OF HEALTH,809873185,LITTLE ROCK,AR,722053867,PULASKI,United States of America,Health Department,State Government,"$39,272,815 ",2019
UNIVERSITY OF ARKANSAS SYSTEM,122452563,LITTLE ROCK,AR,722057199,PULASKI,United States of America,Other Health Organization,State Government,"$65,679,050 ",2019
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,95439774,SHREVEPORT,LA,711303932,CADDO,United States of America,Hospital,State Government,"$13,685,821 ",2019
CATAHOULA PARISH HOSPITAL DISTRICT #2,3197147,SICILY ISLAND,LA,713680033,CATAHOULA,United States of America,Other Health Organization,County Government,"$2,534,475 ",2019
TERREBONNE PARISH CONSOLIDATED GOV`T. - DIST. ATTY. OFF,76444814,HOUMA,LA,703603422,TERREBONNE,United States of America,Health Department,County Government,"$324,458 ",2019
Capital Area Human Services District,158250709,BATON ROUGE,LA,70806,EAST BATON ROUGE,United States of America,Other Health Organization,County Government,"$100,000 ",2019
"LA ST DEPT OF HEALTH & HOSPITALS, ADMINISTRATION SVCS",14740455,NEW ORLEANS,LA,70160,ORLEANS,United States of America,Health Department,State Government,"$1,266,350 ",2019
"LA ST DEPARTMENT OF HEALTH, DIV OF MATERNAL & CHLD HLTH",14740455,NEW ORLEANS,LA,70160,ORLEANS,United States of America,Health Department,State Government,"$11,360,069 ",2019
"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",14740455,NEW ORLEANS,LA,701611979,ORLEANS,United States of America,Health Department,State Government,"$66,378,417 ",2019
NEW ORLEANS CITY HEALTH DEPARTMENT,98595978,NEW ORLEANS,LA,70112,ORLEANS,United States of America,Health Department,City Government,"$2,677,568 ",2019
NEW ORLEANS CITY HEALTH DEPARTMENT,616466640,NEW ORLEANS,LA,70112,ORLEANS,United States of America,Health Department,City Government,"$215,869 ",2019
NEW ORLEANS MAYORS OFFICE ON HEATH POLICY & AIDS FUNDS,166691076,NEW ORLEANS,LA,70112,ORLEANS,United States of America,Health Department,City Government,"$8,934,095 ",2019
ACADIANA MENTAL HEALTH CENTER,809927064,LAFAYETTE,LA,70506,LAFAYETTE,United States of America,Hospital,State Government,"$200,000 ",2019
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",14740455,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$7,558,386 ",2019
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",626611685,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$9,042,021,194 ",2019
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",809927064,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$41,307,678 ",2019
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",968105937,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$21,913,209 ",2019
OKLAHOMA CITY-COUNTY HEALTH DEPARTMENT,148092356,OKLAHOMA CITY,OK,73105,OKLAHOMA,United States of America,Health Department,County Government,"$1,270,000 ",2019
TULSA CITY & COUNTY HEALTH DEPARTMENT,48419753,TULSA,OK,741347004,TULSA,United States of America,Health Department,County Government,"$950,000 ",2019
"Mental Health And Substance Abuse Services, Oklahoma De",933662934,OKLAHOMA CITY,OK,731523277,OKLAHOMA,United States of America,Health Department,State Government,"$54,795,587 ",2019
OK ST DEPARTMENT OF HEALTH,143673015,OKLAHOMA CITY,OK,73152,OKLAHOMA,United States of America,Health Department,State Government,"$62,886,550 ",2019
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,878648294,OKLAHOMA CITY,OK,731900001,OKLAHOMA,United States of America,Hospital,State Government,"$2,735,768 ",2019
OK ST HEALTH DEPARTMENT,161912303,OKLAHOMA CITY,OK,73105,OKLAHOMA,United States of America,Other Health Organization,State Government,"$3,382,887,545 ",2019
MULTNOMAH COUNTY DIVISION OF HEALTH SERVICES,30784888,PORTLAND,OR,97216,MULTNOMAH,United States of America,Health Department,City Government,"$70,000 ",2019
HARRIS COUNTY HOSPITAL DISTRICT,86976214,HOUSTON,TX,772666769,HARRIS,United States of America,Other Health Organization,County Government,"$5,194,651 ",2019
AUSTIN-TRAVIS COUNTY MNTL HEALTH & MNTL RETARDATION CTR,78496213,AUSTIN,TX,78704,TRAVIS,United States of America,Other Health Organization,County Government,"$2,525,000 ",2019
TROPICAL TX BEHAVIORAL HEALTH,74620667,EDINBURG,TX,785399727,HIDALGO,United States of America,Other Health Organization,County Government,"$1,150,000 ",2019
