Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards,Year
WV ST DEPT HLTH & HUMAN RESOURCE,928403682,CHARLESTON,WV,253050001,KANAWHA,United States of America,Health Department,State Government,"$58,115,742 ",2018
"Health And Human Resources, West Virginia Department Of",140779708,CHARLESTON,WV,253011745,KANAWHA,United States of America,Health Department,State Government,"$85,760,028 ",2018
"Health And Human Resources, West Virginia Department Of",618137715,CHARLESTON,WV,253011745,KANAWHA,United States of America,Health Department,State Government,"$300,000 ",2018
Jackson County Health Department,861071926,RIPLEY,WV,25271,JACKSON,United States of America,Health Department,County Government,"$125,000 ",2018
FAYETTE COUNTY - HEALTH DEPARTMENT,4615285,FAYETTEVILLE,WV,258408504,FAYETTE,United States of America,Health Department,State Government,"$477,016 ",2018
WEST VIRGINIA DEPARTMENT OF HEALTH,618137715,CHARLESTON,WV,25305,KANAWHA,United States of America,Health Department,State Government,"$12,680,545 ",2018
"GREENE COUNTY HEALTH CARE, INC",82369166,SNOWHILL,NC,28580,GREENE,United States of America,Other Health Organization,County Government,"$8,683,982 ",2018
"NC ST DEPT OF HEALTH AND HUMAN SRV, DIV OF  MH,DD,SAS",809785363,RALEIGH,NC,276993001,WAKE,United States of America,Other Health Organization,State Government,"($1,560,937)",2018
CLEVELAND COUNTY HEALTH DEPARTMENT,879924850,SHELBY,NC,28150,CLEVELAND,United States of America,Health Department,County Government,"$122,043 ",2018
"DURHAM, COUNTY OF",4874228,DURHAM,NC,277013649,DURHAM,United States of America,Health Department,County Government,"$466,041 ",2018
GASTON COUNTY DEPARTMENT OF HEALTH,71062186,GASTONIA,NC,28052,GASTON,United States of America,Health Department,County Government,"$133,333 ",2018
MADISON COUNTY HEALTH DEPARTMENT,831052873,MARSHALL,NC,28753,MADISON,United States of America,Health Department,County Government,"$125,000 ",2018
County of Transylvania,30494215,BREVARD,NC,28712,TRANSYLVANIA,United States of America,Health Department,County Government,"$221,203 ",2018
WAKE COUNTY DEPARTMENT OF HEALTH,170300755,RALEIGH,NC,276204049,WAKE,United States of America,Hospital,County Government,"$859,797 ",2018
Albermarle Regional Health Services,130537822,ELIZABETH CITY,NC,27909,PASQUOTANK,United States of America,Health Department,City Government,"($5,323)",2018
CUMBERLAND COUNTY HEALTH DEPARTMENT,123914376,FAYETTEVILLE,NC,28302,CUMBERLAND,United States of America,Health Department,County Government,"$70,000 ",2018
"LEXINGTON/RICHLAND ALCOHOL & DRUG ABUSE COUNCIL, INC",944157007,COLUMBIA,SC,29203,RICHLAND,United States of America,Other Health Organization,City Government,"$598,910 ",2018
Greenville County Commission on Alcohol and Drug Abuse,966622263,GREENVILLE,SC,296072410,GREENVILLE,United States of America,Other Health Organization,County Government,"$323,371 ",2018
DHHS IHS PHOENIX AREA,79950017,PARKER,AZ,85344,LA PAZ,United States of America,Health Department,State Government,"$203,991 ",2018
SC ST DEPT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29211,RICHLAND,United States of America,Health Department,State Government,"$91,545,685 ",2018
South Carolina Department Health & Human Services,607243706,COLUMBIA,SC,29202,RICHLAND,United States of America,Other Health Organization,State Government,"$332,044 ",2018
SC ST DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29201,RICHLAND,United States of America,Health Department,State Government,"$16,147,195 ",2018
SC ST DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29201,RICHLAND,United States of America,Health Department,State Government,$0 ,2018
SC ST DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,808385892,COLUMBIA,SC,29201,RICHLAND,United States of America,Health Department,State Government,$0 ,2018
SC ST DEPARTMENT OF MENTAL HEALTH,43980093,COLUMBIA,SC,29202,RICHLAND,United States of America,Health Department,State Government,"$14,932,627 ",2018
SC ST DEPARTMENT OF MENTAL HEALTH,112674036,COLUMBIA,SC,29202,RICHLAND,United States of America,Health Department,State Government,"$25,000 ",2018
SPARTANBURG GENERAL HOSPITAL,52072048,SPARTANBURG,SC,29303,SPARTANBURG,United States of America,Hospital,County Government,"($1,887)",2018
ALLENDALE COUNTY HOSPITAL,78066834,FAIRFAX,SC,29201,JASPER,United States of America,Hospital,County Government,$0 ,2018
COLUMBUS DEPARTMENT OF PUBLIC HEALTH,136663072,COLUMBUS,GA,31902,MUSCOGEE,United States of America,Health Department,City Government,"$207,851 ",2018
LAURENS COUNTY BOARD OF HEALTH,143060593,DUBLIN,GA,31021,LAURENS,United States of America,Health Department,County Government,"$1,083,024 ",2018
Columbus Consolidated Government,37221327,COLUMBUS,GA,319021340,MUSCOGEE,United States of America,Health Department,County Government,"$768,651 ",2018
CLAYTON COUNTY HEALTH DEPARTMENT,962435579,JONESBORO,GA,30236,CLAYTON,United States of America,Health Department,County Government,"$943,483 ",2018
HOUSTON COUNTY HEALTH DEPARTMENT,123374162,MACON,GA,31201,BIBB,United States of America,Health Department,County Government,"$1,148,795 ",2018
LOWNDES COUNTY BOARD OF HEALTH,101007164,VALDOSTA,GA,316035147,LOWNDES,United States of America,Health Department,County Government,"$537,667 ",2018
"THE FAMILY HEALTH CENTERS OF GEORGIA, INC",10105807,ATLANTA,GA,303102750,FULTON,United States of America,Hospital,County Government,"$11,956,504 ",2018
GA ST DEPT OF COMMUNITY HEALTH,90320420,ATLANTA,GA,303033159,FULTON,United States of America,Other Health Organization,State Government,"$85,000 ",2018
GA ST DEPT OF COMMUNITY HEALTH,103886896,ATLANTA,GA,303033159,FULTON,United States of America,Other Health Organization,State Government,"$6,758,777 ",2018
GA ST DEPT OF COMMUNITY HEALTH,142661680,ATLANTA,GA,303033159,FULTON,United States of America,Other Health Organization,State Government,"$6,701,717 ",2018
GA ST DEPT OF MEDICAL ASSISTANCE,142661680,ATLANTA,GA,303033159,FULTON,United States of America,Health Department,State Government,"$8,116,016,315 ",2018
"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC.",93125649,NEWTON GROVE,NC,28366,SAMPSON,United States of America,Hospital,County Government,"$12,223,903 ",2018
DEKALB COUNTY BOARD OF HEALTH,42630975,DECATUR,GA,30030,DE KALB,United States of America,Health Department,County Government,"$1,038,518 ",2018
CLARKE COUNTY BOARD OF HEALTH,102233116,ATHENS,GA,30605,CLARKE,United States of America,Other Health Organization,County Government,"$484,312 ",2018
Advantage Behavioral Health Systems,930142125,ATHENS,GA,306010000,CLARKE,United States of America,Health Department,State Government,"$498,519 ",2018
FLOYD COUNTY BOARD OF HEALTH,617083241,ROME,GA,30161,FLOYD,United States of America,Health Department,County Government,"$299,297 ",2018
HALL COUNTY BOARD OF HEALTH,805622177,GAINESVILLE,GA,30501,HALL,United States of America,Health Department,County Government,"$321,369 ",2018
WARE COUNTY BOARD OF HEALTH,39487210,WAYCROSS,GA,315013525,WARE,United States of America,Health Department,County Government,"$1,300,788 ",2018
City of Atlanta - ATL Homeless Continuum of Care,65372500,ATLANTA,GA,30303,FULTON,United States of America,Health Department,City Government,"$810,000 ",2018
Clayton County Board of Commissioners,69227536,JONESBORO,GA,302363539,CLAYTON,United States of America,Other Health Organization,County Government,"$207,182 ",2018
COBB COUNTY BOARD OF HEALTH,612931212,MARIETTA,GA,30060,COBB,United States of America,Health Department,County Government,"$318,765 ",2018
Grady Memorial Hospital Corp D/B/A Grady Health System,961615700,ATLANTA,GA,30335,FULTON,United States of America,Hospital,County Government,"$328,326 ",2018
TIFT REGIONAL MEDICAL CENTER,968649579,TIFTON,GA,31794,TIFT,United States of America,Hospital,City Government,"$473,319 ",2018
FULTON COUNTY HEALTH DEPARTMENT,133894167,ATLANTA,GA,30303,FULTON,United States of America,Health Department,County Government,"$26,739,904 ",2018
CHATHAM COUNTY DEPARTMENT OF HEALTH,826501947,SAVANNAH,GA,314161257,CHATHAM,United States of America,Health Department,County Government,"$1,751,144 ",2018
"LAKEVIEW CENTER, INC",98929524,PENSACOLA,FL,325011857,ESCAMBIA,United States of America,Hospital,County Government,"$1,373,132 ",2018
"COMMUNITY HEALTH OF SOUTH FLORIDA, INC",72250160,MIAMI,FL,33170,,United States of America,Other Health Organization,County Government,"$19,769,550 ",2018
Publlic Health Trust of Miami-Dade Co. FL,118298673,MIAMI,FL,33136,,United States of America,Other Health Organization,County Government,$0 ,2018
FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA,84188598,FORT MYERS,FL,339021357,LEE,United States of America,Other Health Organization,County Government,"$10,625,324 ",2018
"SUNCOAST COMMUNITY HEALTH CENTERS, INC",91654814,RUSKIN,FL,33570,HILLSBOROUGH,United States of America,Hospital,County Government,"$7,218,753 ",2018
"FL DISABILITIES DEVELOPMENTAL COUNCIL, INC.",36530194,TALLAHASSEE,FL,323012981,LEON,United States of America,Health Department,State Government,"$3,787,345 ",2018
FL ST DEPT OF HLTH,364215061,TALLAHASSEE,FL,323991729,LEON,United States of America,Health Department,State Government,"$173,108,370 ",2018
MIAMI-DADE COUNTY HEALTH DEPARTMENT,364215061,MIAMI,FL,33125,,United States of America,Health Department,County Government,"($25,028)",2018
OKALOOSA COUNTY HEALTH DEPT.,364215061,FT WALTON,FL,325485066,OKALOOSA,United States of America,Health Department,County Government,"$306,166 ",2018
"Health, Florida Department of",364215061,TALLAHASSEE,FL,323991701,DUVAL,United States of America,Health Department,County Government,"$2,216,997 ",2018
HENDRY COUNTY HEALTH DEPARTMENT,364215061,LABELLE,FL,33975,HENDRY,United States of America,Health Department,State Government,"$317,459 ",2018
Baker County Health Department,364215061,MACCLENNY,FL,32063,BAKER,United States of America,Health Department,County Government,"$706,639 ",2018
Osceola County Health Department,364215061,KISSIMMEE,FL,347444428,OSCEOLA,United States of America,Health Department,County Government,$0 ,2018
UNION COUNTY HEALTH DEPARTMENT,364215061,LAKE BUTLER,FL,320541731,UNION,United States of America,Health Department,State Government,"$1,291,475 ",2018
WALTON COUNTY HEALTH DEPARTMENT,364215061,DEFUNIAK SPRINGS,FL,32433,WALTON,United States of America,Health Department,State Government,"$1,425,350 ",2018
COMMUNITY HEALTH & HUMAN SCVS DEPARTMENT,69672137,TAMPA,FL,33602,HILLSBOROUGH,United States of America,Health Department,County Government,"$10,282,772 ",2018
FL ST DEPARTMENT OF HEALTH & REHABILITATIVE SERVICES,604604350,TALLAHASSEE,FL,32301,LEON,United States of America,Health Department,State Government,$0 ,2018
ORANGE COUNTY HEALTH DEPARTMENT,364215061,ORLANDO,FL,32804,ORANGE,United States of America,Health Department,County Government,"$1,030,661 ",2018
FL ST DEPARTMENT OF CHILDREN AND FAMILIES,360706212,TALLAHASSEE,FL,323996570,LEON,United States of America,Health Department,State Government,"$386,222,670 ",2018
FL ST DEPARTMENT OF CHILDREN AND FAMILIES,604604350,TALLAHASSEE,FL,323996570,LEON,United States of America,Health Department,State Government,"$778,539,848 ",2018
FL ST DEPARTMENT OF HEALTH & REHABILITATIVE SERVICES,364215061,TALLAHASSEE,FL,32301,LEON,United States of America,Health Department,State Government,"$4,979,499 ",2018
POLK COUNTY PUBLIC HEALTH UNIT,364215061,BARTOW,FL,33830,POLK,United States of America,Other Health Organization,County Government,"$546,633 ",2018
FL ST FOR HEALTH CARE ADMINISTRATION,135837198,TALLAHASSEE,FL,32308,LEON,United States of America,Other Health Organization,State Government,"$16,144,678,340 ",2018
FL ST FOR HEALTH CARE ADMINISTRATION,364215061,TALLAHASSEE,FL,32308,LEON,United States of America,Other Health Organization,State Government,"$13,752,173 ",2018
FL ST DEPT OF HLTH,364215061,TALLAHASSEE,FL,323991729,LEON,United States of America,Health Department,State Government,"$145,358,241 ",2018
"FL ST DEPT OF HLTH & REHAB SVCS, AGING & ADULT SERVICES",604604350,TALLAHSEE,FL,32301,LEON,United States of America,Health Department,State Government,"$5,117,695 ",2018
UNIVERSITY OF FLORIDA,71723621,GAINESVILLE,FL,326113001,ALACHUA,United States of America,Hospital,State Government,($1),2018
UNIVERSITY OF FLORIDA,73133571,GAINESVILLE,FL,326113001,ALACHUA,United States of America,Hospital,State Government,"$248,686 ",2018
UNIVERSITY OF FLORIDA,92530369,GAINESVILLE,FL,326113001,ALACHUA,United States of America,Hospital,State Government,"$439,167 ",2018
UNIVERSITY OF FLORIDA,969663814,GAINESVILLE,FL,326113001,ALACHUA,United States of America,Hospital,State Government,"$186,805,254 ",2018
SOUTH BROWARD HOSPITAL DISTRICT,148577166,HOLLYWOOD,FL,330215421,BROWARD,United States of America,Hospital,State Government,"$425,000 ",2018
KY ST DEPARTMENT OF HEALTH,927049767,FRANKFORT,KY,40601,FRANKLIN,United States of America,Health Department,State Government,"$335,000 ",2018
KY ST CABINET FOR HEALTH AND FAMILY SERVICES,927049767,FRANKFORT,KY,40621,FRANKLIN,United States of America,Health Department,State Government,"$7,645,562,289 ",2018
KY ST DEPT OF INS,40579752,FRANKFORT,KY,40601,FRANKLIN,United States of America,Other Health Organization,State Government,"$279,183 ",2018
"KY Dept. for Behavioral Health, Dev. & Intell. Disabi",927049767,FRANKFORT,KY,40601,FRANKLIN,United States of America,Health Department,State Government,"$42,030,939 ",2018
"REGION 20 MENTAL HEALTH & MENTAL RETARDATION BOARD, INC",68135607,PRESTONSBURG,KY,41653,FLOYD,United States of America,Health Department,State Government,"$1,666,042 ",2018
MADISON COUNTY HEALTH DEPARTMENT,137703609,RICHMOND,KY,404761208,MADISON,United States of America,Health Department,County Government,"$124,270 ",2018
PURCHASE DISTRICT HEALTH DEPARTMENT (INC),784080116,PADUCAH,KY,420031955,MCCRACKEN,United States of America,Health Department,State Government,"$391,094 ",2018
State of Connecticut Consumer Protection,949575682,HARTFORD,CT,6106,HARTFORD,United States of America,Other Health Organization,State Government,"$251,880 ",2018
KENTON COUNTY DETENTION CENTER,808440577,COVINGTON,KY,410171168,KENTON,United States of America,Health Department,County Government,"$524,670 ",2018
Oldham County Fiscal Court,71319792,LA GRANGE,KY,40031,OLDHAM,United States of America,Health Department,County Government,"$125,000 ",2018
NASHVILLE METROPOLITAN HEALTH DEPARTMENT,78217668,NASHVILLE,TN,37203,DAVIDSON,United States of America,Health Department,City Government,"$4,350,406 ",2018
"MORGAN COUNTY HEALTH COUNCIL, INC",188838395,WARTBURG,TN,378870408,MORGAN,United States of America,Other Health Organization,County Government,"$1,449,955 ",2018
"PERRY COUNTY MEDICAL CENTER, INC",122481179,LINDEN,TN,370960916,PERRY,United States of America,Hospital,County Government,"$2,294,519 ",2018
Professional Care Services of West TN,73522161,COVINGTON,TN,38019,TIPTON,United States of America,Other Health Organization,County Government,"$250,000 ",2018
City of Knoxville,42453530,KNOXVILLE,TN,379022494,KNOX,United States of America,Other Health Organization,City Government,"$297,167 ",2018
CHATTANOOGA-HAMILTON COUNTY HEALTH DEPARTMENT,29870271,CHATTANOOGA,TN,37403,HAMILTON,United States of America,Health Department,County Government,"$1,959,705 ",2018
"COUNTY OF ROANE, INC. - RECOVERY COURT EXPANSION",876225632,KINGSTON,TN,37763,ROANE,United States of America,Health Department,County Government,"$400,000 ",2018
"RUTHERFORD, COUNTY OF - PROBATION & RECOVERY SERVICE",64367980,MURFREESBORO,TN,37130,RUTHERFORD,United States of America,Health Department,County Government,"$324,248 ",2018
Williamson County General Sessions DUI Court,31968063,FRANKLIN,TN,37064,WILLIAMSON,United States of America,Other Health Organization,State Government,"$388,004 ",2018
TN ST DEPARTMENT OF HEALTH,172636268,NASHVILLE,TN,372470310,DAVIDSON,United States of America,Health Department,State Government,"$117,893,415 ",2018
TN ST DEPARTMENT OF HEALTH,879016251,NASHVILLE,TN,372470310,DAVIDSON,United States of America,Health Department,State Government,"$60,000 ",2018
TN ST DEPT OF MNTL HLTH and Substance Abuse Services,878890425,NASHVILLE,TN,372438121,DAVIDSON,United States of America,Health Department,State Government,"$76,067,261 ",2018
TN ST DEPARTMENT OF MENTAL HEALTH,878890425,NASHVILLE,TN,37219,DAVIDSON,United States of America,Health Department,State Government,"$14,086,858 ",2018
TN Commission on Aging and Disability,98973790,NASHVILLE,TN,37243,DAVIDSON,United States of America,Other Health Organization,State Government,"$30,648,158 ",2018
CHILDREN'S HOSPITAL OF ALABAMA,72106867,BIRMINGHAM,AL,352331711,JEFFERSON,United States of America,Hospital,City Government,"$5,848,223 ",2018
AL ST DEPARTMENT OF MENTAL HEALTH & MENTAL RETARDATION,929956324,MONTGOMERY,AL,361301410,MONTGOMERY,United States of America,Health Department,State Government,"$27,218,698 ",2018
"BAYOU LA BATRE AREA HEALTH DEVELOPMENT BOARD, INC.",23092505,BAYOU LA BATRE,AL,365090769,MOBILE,United States of America,Other Health Organization,City Government,"$3,688,746 ",2018
NORTHEAST ALABAMA HEALTH SERVICES INC,12874991,SCOTTSBORO,AL,35768,JACKSON,United States of America,Health Department,County Government,"$2,527,360 ",2018
AL ST DEPARTMENT OF MENTAL HEALTH & MENTAL RETARDATION,929956324,MONTGOMERY,AL,36193,MONTGOMERY,United States of America,Health Department,State Government,"$34,733,714 ",2018
AL ST DEPARTMENT OF PUBLIC HEALTH,613842061,MONTGOMERY,AL,361303017,MONTGOMERY,United States of America,Health Department,State Government,"$26,567,762 ",2018
AL ST DEPARTMENT OF PUBLIC HEALTH,1904635,MONTGOMERY,AL,36104,MONTGOMERY,United States of America,Health Department,State Government,"$128,000,000 ",2018
AL ST DEPARTMENT OF PUBLIC HEALTH,613842061,MONTGOMERY,AL,36104,MONTGOMERY,United States of America,Health Department,State Government,"$77,931,119 ",2018
ALABAMA MEDICAID AGENCY,1904635,MONTGOMERY,AL,361035624,MONTGOMERY,United States of America,Other Health Organization,State Government,"$4,223,850,063 ",2018
ALABAMA MEDICAID AGENCY,613842061,MONTGOMERY,AL,361035624,MONTGOMERY,United States of America,Other Health Organization,State Government,"$2,100,216 ",2018
MOBILE COUNTY HEALTH DEPARTMENT,877377440,MOBILE,AL,366522867,MOBILE,United States of America,Health Department,County Government,"$10,235,239 ",2018
UNIVERSITY OF ALABAMA HOSPITALS,63690705,BIRMINGHAM,AL,35233,JEFFERSON,United States of America,Hospital,State Government,"$792,423 ",2018
UNIVERSITY OF ALABAMA HOSPITALS,63690705,BIRMINGHAM,AL,35233,JEFFERSON,United States of America,Hospital,State Government,"$1,507,775 ",2018
"MS ST OFFICE OF THE GOVERNOR, DIVISION OF MEDICAID",36720175,JACKSON,MS,392011311,HINDS,United States of America,Other Health Organization,State Government,"$4,539,392,180 ",2018
PINE BELT MENTAL HEALTH & RETARDATION SERVICES,44748812,HATTIESBURG,MS,394048679,FORREST,United States of America,Health Department,State Government,"$488,041 ",2018
"MS ST DEPT OF MENTAL HEALTH, DIVISION OF ADMINISTRATION",809399926,JACKSON,MS,39201,HINDS,United States of America,Health Department,State Government,"$16,109,825 ",2018
MS ST DEPARTMENT OF MENTAL HEALTH,809399926,JACKSON,MS,39201,HINDS,United States of America,Health Department,State Government,"$22,108,501 ",2018
DeSoto County Mississippi,81342743,HERNANDO,MS,386322170,DE SOTO,United States of America,Other Health Organization,County Government,$0 ,2018
15th Judicial District Drug Court,25609518,PURVIS,MS,39475,LAMAR,United States of America,Health Department,County Government,"$299,377 ",2018
MS DEPT REHAB. OFFICE OF SPEC. SERV FOR INDV. WITH DISB,809850100,JACKSON,MS,392151698,HINDS,United States of America,Health Department,State Government,"$747,954 ",2018
MS ST DEPARTMENT OF HEALTH,809399892,JACKSON,MS,392151700,HINDS,United States of America,Health Department,State Government,"$73,700,249 ",2018
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,928824473,JACKSON,MS,392164500,HINDS,United States of America,Hospital,State Government,"($19,255)",2018
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,67713560,JACKSON,MS,392164500,HINDS,United States of America,Hospital,State Government,"$9,225 ",2018
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,845420090,JACKSON,MS,392164500,HINDS,United States of America,Hospital,State Government,"$2,347 ",2018
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,928824473,JACKSON,MS,392164500,HINDS,United States of America,Hospital,State Government,"$38,138,376 ",2018
Pridelines Youth Services dba Pridelines,50379259,MIAMI,FL,331386108,,United States of America,Health Department,State Government,"$225,000 ",2018
"Salud Integral en la Montana, Inc.",136099236,NARANJITO,PR,7190515,NARANJITO,USA Related Territories,Health Department,State Government,"$8,769,038 ",2018
Department Of Education Of Puerto Rico,90142522,SAN JUAN,PR,9190759,SAN  JUAN,USA Related Territories,Health Department,State Government,"$34,347 ",2018
Department Of Education Of Puerto Rico,105817142,SAN JUAN,PR,9190759,SAN  JUAN,USA Related Territories,Health Department,State Government,"$353,360 ",2018
PUERTO RICO PLANNING BOARD,91087734,SAN JUAN,PR,940,SAN  JUAN,USA Related Territories,Health Department,State Government,"$2,506,930 ",2018
MUNICIPALITY OF BAYAMON,140030706,RIO PIEDRAS,PR,927,SAN  JUAN,USA Related Territories,Health Department,City Government,"$695,274 ",2018
Departamento De Salud Oficial,105817142,SAN JUAN,PR,9368184,SAN  JUAN,USA Related Territories,Other Health Organization,State Government,"$45,798,425 ",2018
Mental Health & Anti-Addiction Serv Adminstration,612702134,BAYAMON,PR,9607087,BAYAMON,USA Related Territories,Health Department,State Government,"$23,659,694 ",2018
Virgin Islands Domestic Violence And Sexual Assault Cou,160345240,KINGSHILL,VI,850,FREDERIKSTED,USA Related Territories,Other Health Organization,State Government,"$263,482 ",2018
Northern Marianas Coalition Against Sexual and Domestic,854856606,SAIPAN,MP,96950,SAIPAN,USA Related Territories,Other Health Organization,State Government,"$263,482 ",2018
"VI DEPARTMENT OF HEALTH, OFFICE OF FEDERAL GRANTS MGT",132316811,SAINT THOMAS,VI,802,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$50,000 ",2018
"VI DEPARTMENT OF HEALTH, OFFICE OF FEDERAL GRANTS MGT",145950189,SAINT THOMAS,VI,802,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$152,056 ",2018
"VI DEPARTMENT OF HEALTH, OFFICE OF FEDERAL GRANTS MGT",167269765,SAINT THOMAS,VI,802,SAINT THOMAS,USA Related Territories,Health Department,State Government,"$116,240,437 ",2018
CA ST OFFICE OF STATEWIDE HEALTH PLANNING & DEVELOP,106882207,SACRAMENTO,CA,958146437,SACRAMENTO,United States of America,Health Department,State Government,"$1,444,379 ",2018
FL ST DEPARTMENT OF CHILDREN AND FAMILIES,604604350,TALLAHASSEE,FL,32301,LEON,United States of America,Health Department,State Government,"$100,720,512 ",2018
LEE COUNTY COOPERATIVE CLINIC,78575107,MARIANNA,AR,72360,LEE,United States of America,Other Health Organization,County Government,"$2,817,620 ",2018
ARKANSAS DEPARTMENT OF HEALTH,809873185,LITTLE ROCK,AR,722053866,PULASKI,United States of America,Health Department,State Government,"$21,586,291 ",2018
Arkansas St Dept of Health - Injury & Viol. Prevention,809873185,LITTLE ROCK,AR,722053867,PULASKI,United States of America,Health Department,State Government,"$1,505,313 ",2018
ARKANSAS DEPARTMENT OF HEALTH,809873185,LITTLE ROCK,AR,722053867,PULASKI,United States of America,Health Department,State Government,"$38,288,983 ",2018
UNIVERSITY OF ARKANSAS SYSTEM,122452563,LITTLE ROCK,AR,722057199,PULASKI,United States of America,Other Health Organization,State Government,"$57,254,925 ",2018
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,95439774,SHREVEPORT,LA,711303932,CADDO,United States of America,Hospital,State Government,"$12,988,258 ",2018
CATAHOULA PARISH HOSPITAL DISTRICT #2,3197147,SICILY ISLAND,LA,713680033,CATAHOULA,United States of America,Other Health Organization,County Government,"$2,347,720 ",2018
TERREBONNE PARISH CONSOLIDATED GOV`T. - DIST. ATTY. OFF,76444814,HOUMA,LA,703603422,TERREBONNE,United States of America,Health Department,County Government,"$318,398 ",2018
Capital Area Human Services District,158250709,BATON ROUGE,LA,70806,EAST BATON ROUGE,United States of America,Other Health Organization,County Government,"$225,000 ",2018
"LA ST DEPT OF HEALTH & HOSPITALS, ADMINISTRATION SVCS",14740455,NEW ORLEANS,LA,70160,ORLEANS,United States of America,Health Department,State Government,"$4,313,983 ",2018
"LA ST DEPARTMENT OF HEALTH, DIV OF MATERNAL & CHLD HLTH",14740455,NEW ORLEANS,LA,70160,ORLEANS,United States of America,Health Department,State Government,"$10,610,304 ",2018
LA ST DEPARTMENT OF HEALTH & HOSPITALS,14740455,BATON ROUGE,LA,70804,EAST BATON ROUGE,United States of America,Health Department,State Government,"($676,485)",2018
"LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",14740455,NEW ORLEANS,LA,701611979,ORLEANS,United States of America,Health Department,State Government,"$75,224,870 ",2018
NEW ORLEANS CITY HEALTH DEPARTMENT,98595978,NEW ORLEANS,LA,70112,ORLEANS,United States of America,Health Department,City Government,"$2,063,892 ",2018
NEW ORLEANS CITY HEALTH DEPARTMENT,616466640,NEW ORLEANS,LA,70112,ORLEANS,United States of America,Health Department,City Government,"$662,440 ",2018
NEW ORLEANS MAYORS OFFICE ON HEATH POLICY & AIDS FUNDS,166691076,NEW ORLEANS,LA,70112,ORLEANS,United States of America,Health Department,City Government,"$9,523,318 ",2018
ACADIANA MENTAL HEALTH CENTER,809927064,LAFAYETTE,LA,70506,LAFAYETTE,United States of America,Hospital,State Government,"$200,000 ",2018
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",14740455,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$7,120,255 ",2018
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",626611685,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$8,849,827,879 ",2018
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",809927064,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$46,205,501 ",2018
"LA ST DEPT OF HEALTH & HOSPITALS, OFFICE OF MGMT & FIN",968105937,BATON ROUGE,LA,708210629,EAST BATON ROUGE,United States of America,Health Department,State Government,"$16,024,904 ",2018
OKLAHOMA CITY-COUNTY HEALTH DEPARTMENT,148092356,OKLAHOMA CITY,OK,73105,OKLAHOMA,United States of America,Health Department,County Government,"$1,008,410 ",2018
TULSA CITY & COUNTY HEALTH DEPARTMENT,48419753,TULSA,OK,741347004,TULSA,United States of America,Health Department,County Government,"$700,712 ",2018
"Mental Health And Substance Abuse Services, Oklahoma De",933662934,OKLAHOMA CITY,OK,731523277,OKLAHOMA,United States of America,Health Department,State Government,"$55,311,893 ",2018
OK ST DEPARTMENT OF HEALTH,143673015,OKLAHOMA CITY,OK,73152,OKLAHOMA,United States of America,Health Department,State Government,"$63,970,239 ",2018
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,878648294,OKLAHOMA CITY,OK,731900001,OKLAHOMA,United States of America,Hospital,State Government,"$3,597,625 ",2018
OK ST HEALTH DEPARTMENT,143673015,OKLAHOMA CITY,OK,73105,OKLAHOMA,United States of America,Other Health Organization,State Government,"$2,217,281 ",2018
OK ST HEALTH DEPARTMENT,161912303,OKLAHOMA CITY,OK,73105,OKLAHOMA,United States of America,Other Health Organization,State Government,"$3,078,059,092 ",2018
MULTNOMAH COUNTY DIVISION OF HEALTH SERVICES,30784888,PORTLAND,OR,97216,MULTNOMAH,United States of America,Health Department,City Government,"$70,000 ",2018
HARRIS COUNTY HOSPITAL DISTRICT,86976214,HOUSTON,TX,772666769,HARRIS,United States of America,Other Health Organization,County Government,"$5,067,010 ",2018
AUSTIN-TRAVIS COUNTY MNTL HEALTH & MNTL RETARDATION CTR,78496213,AUSTIN,TX,78704,TRAVIS,United States of America,Other Health Organization,County Government,"$2,525,000 ",2018
