"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US42071","Lancaster County, Pennsylvania","204701","1948","4.7","0.9","3.3","0.8","7.4","1.1","7.1","1.0","13.0","1.4","19.9","1.4","16.0","1.3","16.5","1.3","5.7","0.7","6.5","0.9","67376","2343","88819","3737","41.8","(X)","(X)","(X)","(X)","(X)","142461","3945","3.3","1.1","1.7","0.9","3.1","1.0","5.5","1.2","12.0","1.7","20.6","1.7","17.3","1.5","20.7","1.6","7.5","1.0","8.4","1.3","81132","3022","103603","4902","(X)","(X)","43.0","(X)","(X)","(X)","110503","4232","1.2","0.5","0.5","0.5","1.4","0.6","3.0","0.8","10.9","1.7","20.1","2.0","19.5","1.8","24.3","2.1","8.6","1.1","10.3","1.5","90611","1832","115427","4765","(X)","(X)","(X)","(X)","(X)","(X)","62240","3885","9.7","2.0","6.6","1.8","17.7","2.6","12.0","2.0","15.9","2.6","19.5","2.6","10.4","2.0","5.9","1.4","1.2","0.6","1.3","0.7","37976","2850","50225","4145","(X)","(X)","(X)","(X)","37.5","(X)"
"0500000US42073","Lawrence County, Pennsylvania","37282","916","7.3","1.5","5.5","1.4","9.5","2.0","13.4","2.6","13.8","2.5","17.3","2.7","14.2","2.3","11.5","2.2","4.3","1.3","3.3","1.1","50547","3852","68125","4583","34.8","(X)","(X)","(X)","(X)","(X)","24265","1232","4.7","1.8","2.2","1.3","4.0","1.9","11.9","3.0","13.1","2.9","20.0","3.3","18.3","3.0","15.3","3.1","5.7","1.9","4.9","1.6","65807","5147","83366","5916","(X)","(X)","34.8","(X)","(X)","(X)","17680","1150","1.6","1.3","0.4","0.4","4.0","2.4","9.4","3.2","12.5","3.2","19.0","3.6","21.2","3.2","18.9","3.7","7.5","2.4","5.4","1.8","79468","6830","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13017","1360","12.6","3.9","13.0","3.7","19.7","4.8","17.0","4.9","15.1","4.7","10.8","3.7","6.2","3.0","3.8","2.5","1.6","1.7","0.3","0.5","28003","3253","37734","4658","(X)","(X)","(X)","(X)","32.6","(X)"
"0500000US42075","Lebanon County, Pennsylvania","53861","1156","4.0","1.4","3.5","1.2","8.9","2.1","11.6","2.2","11.0","2.0","21.1","2.8","14.6","2.2","14.7","2.3","7.1","1.7","3.5","1.4","61204","4171","75913","3731","49.2","(X)","(X)","(X)","(X)","(X)","36317","2113","4.2","1.8","1.6","1.1","6.5","2.5","5.5","1.5","10.9","2.5","19.5","2.9","18.4","2.9","19.6","3.0","9.7","2.4","4.1","1.5","76965","3892","87921","4416","(X)","(X)","47.0","(X)","(X)","(X)","27202","1857","1.4","1.3","1.0","0.9","3.2","1.5","4.2","1.6","8.0","2.5","19.9","3.3","20.5","3.6","25.2","3.9","12.1","3.1","4.6","1.8","90709","3469","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17544","1737","4.8","2.2","7.9","3.1","18.5","5.2","23.5","6.1","14.4","4.2","19.7","5.7","6.4","2.5","3.5","1.7","1.1","0.8","0.2","0.3","33102","2436","41968","2999","(X)","(X)","(X)","(X)","53.0","(X)"
"0500000US42077","Lehigh County, Pennsylvania","137847","2572","4.6","1.2","3.8","1.0","8.6","1.4","8.1","1.1","13.5","1.6","17.4","1.9","13.3","1.7","17.0","1.5","7.2","1.2","6.4","0.9","65667","3310","86780","3270","27.3","(X)","(X)","(X)","(X)","(X)","95079","3186","3.3","1.0","1.8","0.9","6.3","1.6","7.2","1.4","12.9","2.1","16.4","2.4","13.9","1.9","20.6","2.1","9.4","1.6","8.1","1.3","77262","4697","100009","4273","(X)","(X)","27.4","(X)","(X)","(X)","66703","3093","1.4","0.8","1.0","0.7","2.9","1.2","4.3","1.3","9.2","2.1","16.9","2.7","15.5","2.3","25.3","2.3","12.5","2.3","11.0","1.8","97157","5466","118871","5762","(X)","(X)","(X)","(X)","(X)","(X)","42768","2831","8.7","2.4","8.6","2.5","15.9","2.9","11.1","2.1","16.6","2.7","16.4","2.6","10.2","2.5","8.2","2.0","2.1","1.2","2.1","1.1","38904","2708","52776","4619","(X)","(X)","(X)","(X)","26.0","(X)"
"0500000US42079","Luzerne County, Pennsylvania","130890","2754","7.0","1.1","5.2","1.0","9.9","1.4","11.0","1.4","13.9","1.4","19.7","1.5","13.2","1.4","12.3","1.3","4.6","0.8","3.2","0.6","53972","3026","68764","2759","39.1","(X)","(X)","(X)","(X)","(X)","80336","3229","4.6","1.1","2.8","1.0","5.9","1.6","8.7","1.8","13.3","2.2","20.9","1.8","16.0","1.8","16.3","1.9","6.9","1.2","4.6","1.0","65644","2893","83323","4145","(X)","(X)","39.4","(X)","(X)","(X)","55359","2427","1.7","1.0","1.1","0.8","4.0","1.4","6.0","1.3","9.5","1.6","21.3","2.3","19.1","2.4","22.0","2.6","9.1","1.5","6.2","1.4","82237","3778","N","N","(X)","(X)","(X)","(X)","(X)","(X)","50554","2859","10.9","2.0","9.1","2.2","16.3","2.6","15.7","2.5","16.1","2.2","17.8","3.1","8.2","2.1","4.2","1.1","0.9","0.4","0.7","0.4","33063","3021","42816","2088","(X)","(X)","(X)","(X)","37.8","(X)"
"0500000US42081","Lycoming County, Pennsylvania","44842","1617","5.6","1.8","4.8","1.8","12.1","2.2","12.0","2.5","11.0","2.1","19.0","2.5","14.3","2.1","13.8","2.2","3.8","1.1","3.5","1.0","53881","4811","71332","4147","31.2","(X)","(X)","(X)","(X)","(X)","28763","1852","5.9","2.6","2.6","1.7","7.3","2.3","9.6","2.9","9.1","2.0","19.3","3.0","19.2","2.8","17.5","2.7","5.3","1.7","4.3","1.2","70079","7345","84464","5521","(X)","(X)","30.5","(X)","(X)","(X)","21024","1433","0.6","0.6","1.2","1.4","4.9","2.0","7.2","2.6","9.6","2.3","19.8","3.5","22.7","3.7","21.3","3.3","7.2","2.2","5.5","1.6","83056","6395","99904","7014","(X)","(X)","(X)","(X)","(X)","(X)","16079","1454","8.9","2.9","10.0","4.2","22.1","4.6","18.4","4.8","13.3","3.4","17.7","4.0","3.7","1.3","3.4","1.5","1.2","1.0","1.2","1.2","30451","1694","40035","4120","(X)","(X)","(X)","(X)","29.8","(X)"
"0500000US42085","Mercer County, Pennsylvania","46427","1338","5.3","1.7","5.8","1.6","10.2","1.9","10.8","1.9","13.4","2.0","19.3","2.5","14.0","2.4","14.8","1.9","4.2","1.2","2.1","0.7","54543","2750","67630","4028","31.7","(X)","(X)","(X)","(X)","(X)","29296","1456","4.2","2.0","3.5","2.1","5.1","1.7","8.8","2.3","12.4","2.3","20.0","3.3","17.1","3.3","19.6","3.0","6.4","1.8","3.0","1.0","70402","5626","79581","4050","(X)","(X)","29.8","(X)","(X)","(X)","21793","1345","1.4","1.1","0.8","0.6","3.0","1.3","7.4","2.3","11.2","2.3","20.4","3.6","19.0","3.9","25.1","3.8","7.7","2.1","4.0","1.4","82979","5584","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17131","1269","9.4","3.3","9.5","3.3","19.4","4.4","13.7","3.9","16.4","3.9","17.6","4.6","7.1","3.6","5.8","2.2","0.5","0.4","0.7","0.7","34023","3598","44952","7510","(X)","(X)","(X)","(X)","33.9","(X)"
"0500000US42089","Monroe County, Pennsylvania","56274","3491","5.6","1.9","3.5","1.6","6.3","1.9","10.4","2.9","13.3","2.6","17.3","3.1","13.7","2.8","17.0","2.9","8.1","2.3","4.8","1.6","62413","4524","84254","6567","36.9","(X)","(X)","(X)","(X)","(X)","40663","2752","3.2","1.9","1.8","1.4","5.3","1.9","6.5","2.4","12.9","3.6","18.6","3.8","15.3","3.4","21.1","3.6","8.7","2.5","6.6","2.2","77039","5263","97103","9170","(X)","(X)","34.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86843","10183","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15611","2372","14.5","5.6","8.6","3.7","10.3","4.8","17.1","6.5","14.6","4.8","16.6","5.4","9.2","4.3","8.3","3.3","0.8","0.9","0.0","0.9","34695","4533","43537","5189","(X)","(X)","(X)","(X)","36.3","(X)"
"0500000US42091","Montgomery County, Pennsylvania","321373","2596","3.0","0.5","2.0","0.4","5.5","0.6","6.2","0.7","8.2","0.7","14.6","1.0","13.9","0.9","18.9","0.9","11.5","0.8","16.1","0.8","92302","1934","127054","2738","31.1","(X)","(X)","(X)","(X)","(X)","217598","3418","1.7","0.5","0.7","0.3","2.3","0.5","3.8","0.8","6.4","0.8","13.0","1.1","14.2","1.1","21.7","1.3","14.8","1.1","21.4","1.0","115533","3645","151592","3581","(X)","(X)","31.4","(X)","(X)","(X)","173673","4465","0.6","0.3","0.4","0.2","1.2","0.4","2.5","0.6","5.2","0.8","10.9","1.1","13.2","1.2","23.5","1.3","16.9","1.3","25.6","1.2","131936","3268","169636","4056","(X)","(X)","(X)","(X)","(X)","(X)","103775","3722","6.6","1.3","5.2","1.3","12.3","1.6","11.6","1.6","12.3","1.6","19.4","2.0","12.7","1.9","11.8","1.5","4.0","0.9","4.1","0.7","51418","1912","71466","3815","(X)","(X)","(X)","(X)","28.7","(X)"
"0500000US42095","Northampton County, Pennsylvania","114950","1810","4.1","0.9","2.4","0.6","6.4","0.9","9.1","1.5","10.2","1.4","18.2","2.1","14.8","1.7","19.9","1.9","7.2","0.9","7.7","1.0","74328","3380","93381","3650","34.8","(X)","(X)","(X)","(X)","(X)","76846","2452","2.3","0.7","1.1","0.6","3.2","0.9","6.2","1.7","9.0","1.8","19.2","2.5","16.1","2.1","23.5","2.3","9.3","1.2","10.2","1.4","87976","4617","108665","4193","(X)","(X)","36.0","(X)","(X)","(X)","57892","2436","1.2","0.6","0.6","0.5","1.4","0.7","3.0","1.0","7.1","1.9","17.9","2.7","16.8","2.6","27.3","2.8","11.8","1.6","13.0","1.8","102822","4445","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38104","2350","8.6","2.2","5.6","1.8","13.1","2.5","15.9","3.5","13.8","2.5","16.0","2.9","11.1","2.5","10.8","2.1","2.8","1.2","2.4","1.2","42146","5161","59052","5503","(X)","(X)","(X)","(X)","30.3","(X)"
"0500000US42097","Northumberland County, Pennsylvania","38592","1525","5.6","1.5","5.6","1.7","9.8","1.9","15.5","3.0","15.9","2.8","19.3","2.3","11.2","2.1","12.1","2.1","3.4","1.2","1.6","0.6","47349","3810","60685","3395","32.3","(X)","(X)","(X)","(X)","(X)","24939","1485","6.6","2.6","1.4","1.2","6.2","2.6","10.0","2.2","15.3","3.4","22.8","3.9","13.8","2.6","16.3","2.6","5.1","1.8","2.5","1.0","59477","7320","72460","4358","(X)","(X)","33.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71568","6184","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13653","1411","8.0","2.8","13.3","3.6","17.6","4.5","23.7","5.9","15.6","4.6","12.8","3.8","6.0","3.5","2.7","1.9","0.1","0.2","0.2","0.2","29047","1946","35209","3227","(X)","(X)","(X)","(X)","28.7","(X)"
"0500000US42101","Philadelphia County, Pennsylvania","619505","4709","12.2","0.8","6.6","0.6","9.7","0.8","9.9","0.7","13.3","0.9","16.3","0.9","10.8","0.8","10.5","0.8","5.1","0.5","5.7","0.5","47474","1609","72748","2506","41.4","(X)","(X)","(X)","(X)","(X)","338852","6407","7.7","1.1","5.0","0.8","9.0","1.2","10.0","1.0","13.5","1.3","16.9","1.5","12.5","1.2","12.3","1.3","6.0","0.7","7.1","0.7","54978","2257","82028","3266","(X)","(X)","46.1","(X)","(X)","(X)","174209","5593","2.6","0.9","2.9","1.0","6.5","1.3","5.8","1.0","11.2","1.6","16.6","1.9","14.1","1.7","18.4","1.8","9.9","1.3","12.0","1.3","82072","3061","110616","4834","(X)","(X)","(X)","(X)","(X)","(X)","280653","7408","18.5","1.5","8.8","1.1","11.6","1.1","10.3","1.3","12.8","1.2","15.3","1.2","8.2","0.8","7.6","0.8","3.5","0.6","3.5","0.7","35626","1078","58208","3924","(X)","(X)","(X)","(X)","34.3","(X)"
"0500000US42107","Schuylkill County, Pennsylvania","58242","1840","5.0","1.2","6.1","1.3","10.5","1.7","9.2","1.6","12.9","1.8","20.6","2.2","15.3","2.6","14.0","2.0","4.0","1.3","2.4","0.8","56295","2054","68557","3452","38.3","(X)","(X)","(X)","(X)","(X)","37730","1986","4.2","1.5","1.3","0.7","5.1","1.4","7.0","1.6","15.2","2.8","22.8","2.9","18.3","3.2","18.3","2.9","5.1","1.5","2.7","1.0","67787","5530","77863","3988","(X)","(X)","41.0","(X)","(X)","(X)","26926","1733","0.7","0.4","0.8","0.6","3.1","1.2","4.9","1.4","13.4","2.6","23.2","3.7","22.4","4.2","21.1","3.2","6.8","2.0","3.6","1.4","77910","3050","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20512","1658","8.0","2.6","15.1","3.4","21.4","4.0","14.0","3.2","12.2","3.5","15.0","2.9","7.8","3.0","4.6","2.0","1.0","1.0","0.9","0.6","27337","4714","44737","5481","(X)","(X)","(X)","(X)","31.5","(X)"
"0500000US42111","Somerset County, Pennsylvania","29456","1072","5.9","1.9","4.3","1.4","13.4","2.1","10.8","2.3","17.3","2.5","17.4","2.6","13.1","2.2","13.1","2.1","2.8","1.1","1.9","0.9","48895","2432","62567","3297","31.3","(X)","(X)","(X)","(X)","(X)","19642","1231","3.0","1.5","3.2","1.7","8.1","2.4","9.0","2.4","16.0","2.7","21.2","3.4","16.7","2.9","16.6","2.9","4.1","1.7","2.0","1.0","63990","3515","72544","3711","(X)","(X)","30.4","(X)","(X)","(X)","15244","1141","0.5","0.3","1.3","1.0","6.0","2.4","7.1","2.1","17.0","3.3","21.0","3.5","19.9","3.3","19.8","3.4","5.3","2.2","2.2","1.0","72259","3751","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9814","1018","11.9","4.8","7.1","2.3","24.5","4.4","14.4","4.3","20.4","6.1","9.3","3.0","5.2","2.7","5.5","2.7","0.0","1.4","1.6","1.7","28144","4680","41012","5670","(X)","(X)","(X)","(X)","31.6","(X)"
"0500000US42125","Washington County, Pennsylvania","86716","1702","5.1","1.2","5.5","1.3","7.0","1.2","8.6","1.3","12.6","1.5","16.8","1.9","12.9","1.8","15.8","2.1","7.9","1.5","7.7","1.4","65431","4078","88498","4334","40.0","(X)","(X)","(X)","(X)","(X)","55227","2425","2.6","1.0","2.6","1.4","4.0","1.2","5.7","1.4","12.1","2.4","16.7","2.2","14.5","2.2","20.7","2.6","10.9","2.2","10.2","1.9","85110","5475","107340","6007","(X)","(X)","39.3","(X)","(X)","(X)","42556","2311","0.8","0.5","1.4","1.1","3.0","1.2","4.4","1.5","8.2","1.7","16.1","2.5","15.6","2.6","24.3","3.3","13.4","2.6","12.8","2.5","100702","7198","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31489","2227","11.1","2.9","10.6","2.9","12.8","2.8","14.4","2.9","14.8","3.2","14.9","3.7","9.5","3.1","6.7","2.8","2.7","1.4","2.5","1.5","35735","3165","51650","4750","(X)","(X)","(X)","(X)","40.2","(X)"
"0500000US42129","Westmoreland County, Pennsylvania","155147","1991","7.2","1.2","3.9","0.8","9.1","1.1","9.3","1.1","13.7","1.5","17.9","1.6","14.0","1.4","14.1","1.3","5.9","0.8","5.0","0.7","59073","3395","77715","2527","32.6","(X)","(X)","(X)","(X)","(X)","94737","3265","3.0","0.9","2.0","0.8","4.5","1.2","5.9","1.1","12.8","2.0","17.9","1.8","18.7","2.0","19.5","2.0","8.4","1.3","7.4","1.1","79124","2749","96797","3611","(X)","(X)","32.7","(X)","(X)","(X)","74209","3218","0.7","0.4","0.4","0.2","2.7","0.8","5.2","1.2","10.6","1.8","18.0","2.0","21.1","2.5","22.2","2.3","10.0","1.6","9.1","1.3","87458","3012","109274","3973","(X)","(X)","(X)","(X)","(X)","(X)","60410","3058","14.2","2.8","7.2","1.7","16.9","2.1","14.7","2.4","16.4","2.7","17.2","2.3","5.5","1.4","5.1","1.3","1.7","0.7","1.1","0.5","32304","2531","44964","3223","(X)","(X)","(X)","(X)","32.1","(X)"
"0500000US42133","York County, Pennsylvania","175441","2373","4.3","0.9","3.1","0.7","8.0","1.0","7.4","1.0","12.3","1.3","19.4","1.3","14.2","1.3","19.0","1.6","6.9","1.0","5.4","0.8","69172","2508","85972","3383","30.4","(X)","(X)","(X)","(X)","(X)","118266","3270","1.5","0.6","1.7","0.6","3.9","0.8","5.5","1.1","9.9","1.3","22.0","1.9","15.0","1.7","24.3","2.1","8.8","1.4","7.4","1.1","83957","5010","100924","4839","(X)","(X)","30.0","(X)","(X)","(X)","90877","3579","0.8","0.5","0.8","0.4","1.6","0.5","4.0","1.0","9.5","1.4","19.3","1.9","16.4","1.9","27.3","2.3","11.2","1.8","9.2","1.4","96528","3687","112279","5533","(X)","(X)","(X)","(X)","(X)","(X)","57175","3239","10.8","2.4","5.9","1.9","17.6","2.8","11.7","2.2","17.6","2.6","16.2","2.3","10.7","2.1","7.0","1.5","1.3","0.7","1.3","0.6","38143","2311","50463","3641","(X)","(X)","(X)","(X)","29.2","(X)"
"0500000US44003","Kent County, Rhode Island","70166","1470","4.1","1.5","2.7","1.0","7.8","2.3","6.5","1.5","9.6","2.1","19.9","2.3","15.4","2.2","19.7","2.5","7.7","1.5","6.6","1.4","74474","3467","92956","5391","39.1","(X)","(X)","(X)","(X)","(X)","43103","2090","2.1","1.5","0.7","0.5","4.7","2.0","4.6","2.2","9.5","2.7","16.7","2.7","17.0","2.8","24.2","2.9","11.0","2.3","9.4","2.0","91393","5861","112364","8289","(X)","(X)","40.3","(X)","(X)","(X)","31971","2121","0.8","0.7","0.3","0.4","3.1","2.0","3.4","2.1","7.3","2.5","15.7","3.3","16.1","3.2","26.6","3.5","14.3","3.1","12.2","2.6","106829","8332","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27063","2026","8.5","3.5","6.0","2.6","12.8","4.3","9.3","2.6","9.6","3.2","25.6","5.2","13.1","3.7","11.1","3.9","2.0","1.5","1.9","1.5","51944","3808","59261","4963","(X)","(X)","(X)","(X)","34.5","(X)"
"0500000US44005","Newport County, Rhode Island","33690","1958","5.9","2.8","1.7","0.9","5.5","2.0","7.4","2.3","9.8","2.3","15.1","2.8","13.6","3.2","18.0","3.0","10.5","2.6","12.5","2.5","81652","4678","120476","12238","33.1","(X)","(X)","(X)","(X)","(X)","20749","1563","1.1","0.9","2.4","1.9","1.8","1.2","5.6","3.0","6.4","1.9","13.0","3.2","15.0","4.4","20.9","3.9","14.9","3.8","18.9","3.9","108973","13415","154821","18285","(X)","(X)","30.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","125296","15752","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12941","1522","13.9","6.9","2.1","1.5","11.5","4.7","10.5","4.5","15.3","5.3","18.8","5.3","12.1","5.0","11.0","4.5","3.5","2.3","1.3","1.2","45487","9537","61544","8432","(X)","(X)","(X)","(X)","36.3","(X)"
"0500000US44007","Providence County, Rhode Island","237518","3103","6.7","0.9","5.8","1.0","8.7","1.1","8.0","1.0","12.0","1.1","16.7","1.5","14.2","1.3","15.9","1.4","6.7","0.8","5.4","0.8","62994","2696","80824","2535","41.0","(X)","(X)","(X)","(X)","(X)","141097","4229","3.7","1.0","3.0","0.9","5.3","1.2","5.6","1.1","11.3","1.7","18.1","1.9","16.2","1.8","20.0","2.0","8.7","1.2","8.0","1.1","79424","3600","97930","3727","(X)","(X)","42.7","(X)","(X)","(X)","93915","3979","0.9","0.6","1.0","0.6","3.4","1.1","3.3","1.0","8.9","1.7","17.3","2.2","17.4","2.1","24.8","2.5","11.6","1.6","11.4","1.6","95447","4125","117997","4708","(X)","(X)","(X)","(X)","(X)","(X)","96421","4397","11.9","1.9","10.6","2.2","13.8","2.0","12.4","1.8","13.3","1.9","14.7","1.6","10.2","1.7","8.3","1.7","3.2","0.9","1.7","0.6","36054","2373","51957","2756","(X)","(X)","(X)","(X)","36.9","(X)"
"0500000US44009","Washington County, Rhode Island","48051","2104","3.2","1.7","3.1","1.5","4.3","1.8","8.8","2.3","8.4","2.2","14.6","3.1","11.0","2.3","22.4","3.2","11.9","2.7","12.4","2.4","90003","10553","114130","8138","36.0","(X)","(X)","(X)","(X)","(X)","33057","2027","2.0","1.4","0.0","0.6","2.2","1.6","5.2","2.3","7.7","2.4","11.1","2.9","12.0","2.6","26.7","4.3","15.8","3.8","17.2","3.4","114594","11793","138268","11215","(X)","(X)","35.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","129232","10856","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14994","1680","7.1","4.4","10.0","4.8","10.2","4.6","15.6","4.9","14.3","5.0","18.8","5.3","7.6","3.6","11.4","4.2","3.1","2.0","1.9","1.8","42758","10593","57820","6978","(X)","(X)","(X)","(X)","37.9","(X)"
"0500000US45003","Aiken County, South Carolina","67889","2252","6.5","2.0","6.2","1.8","11.8","2.6","7.0","1.9","14.4","2.7","18.4","3.1","13.9","2.8","12.8","1.8","5.3","1.3","3.6","1.2","55634","6810","70238","3825","37.0","(X)","(X)","(X)","(X)","(X)","43932","2627","5.0","2.3","2.3","1.5","7.3","2.6","5.4","2.8","15.0","3.6","22.6","3.8","14.5","3.4","15.9","2.6","7.1","1.8","4.9","1.8","66933","4432","82502","5444","(X)","(X)","37.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76064","6166","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23957","2584","11.0","3.6","13.4","3.9","19.4","5.1","10.8","3.2","16.1","5.5","8.7","4.0","11.4","4.4","6.4","2.9","1.6","1.3","1.3","1.0","29764","7982","44764","5264","(X)","(X)","(X)","(X)","34.4","(X)"
"0500000US45007","Anderson County, South Carolina","75825","2343","5.5","1.4","5.1","1.7","11.5","2.6","10.3","2.0","13.4","2.0","18.9","2.7","13.0","2.3","13.4","2.0","3.4","1.0","5.6","1.5","54322","4167","75079","4426","31.4","(X)","(X)","(X)","(X)","(X)","52038","2851","4.5","1.7","2.1","1.2","7.8","2.5","8.7","2.1","13.5","2.6","19.5","3.4","15.0","2.9","17.5","2.5","4.4","1.3","6.9","2.2","65967","4036","86297","6174","(X)","(X)","31.1","(X)","(X)","(X)","38159","2458","2.1","1.3","1.3","1.3","4.5","2.2","6.2","1.9","10.6","2.3","20.3","3.8","17.5","3.6","22.4","3.2","6.0","1.8","9.1","2.8","81228","4169","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23787","2388","10.3","3.5","11.2","4.2","21.4","5.4","12.8","3.4","16.5","4.1","12.7","3.6","7.6","3.3","4.2","2.2","0.8","0.7","2.4","1.3","30877","4763","46715","6846","(X)","(X)","(X)","(X)","30.1","(X)"
"0500000US45013","Beaufort County, South Carolina","73043","2340","3.8","1.4","2.4","1.1","4.9","1.2","10.2","2.1","12.9","2.1","16.6","2.2","13.8","1.8","15.0","2.2","8.2","1.9","12.1","1.9","74127","4032","109158","8924","50.0","(X)","(X)","(X)","(X)","(X)","50500","2705","3.2","1.6","1.3","0.9","2.8","1.2","8.4","2.2","10.2","2.6","17.0","2.8","15.2","2.5","16.8","2.9","10.2","2.6","14.9","2.4","86025","4743","126508","11581","(X)","(X)","48.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99918","7572","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22543","2457","6.7","3.2","5.4","3.1","9.5","3.0","14.8","4.2","17.7","4.3","17.3","4.6","10.1","3.1","10.4","2.8","4.0","3.1","4.4","2.3","46586","4979","66617","8083","(X)","(X)","(X)","(X)","53.3","(X)"
"0500000US45015","Berkeley County, South Carolina","80640","1907","5.7","1.6","2.8","1.2","6.0","1.5","8.0","1.7","12.2","2.0","19.4","2.4","14.8","2.0","20.8","2.5","5.7","1.3","4.7","1.0","69398","3695","88180","6077","50.4","(X)","(X)","(X)","(X)","(X)","57117","2525","4.9","1.8","1.7","1.0","3.6","1.3","8.3","2.2","10.4","2.3","17.8","2.5","17.1","2.5","24.2","3.2","6.0","1.6","5.9","1.4","80850","5513","95619","6414","(X)","(X)","49.1","(X)","(X)","(X)","42890","2544","1.1","0.9","1.1","1.0","2.0","1.0","5.4","2.1","7.8","2.5","18.8","2.7","20.3","3.3","28.4","3.3","7.6","2.1","7.5","1.8","91696","4111","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23523","2270","9.4","3.1","6.0","2.9","11.9","4.1","9.2","3.4","15.5","3.8","21.6","5.0","11.4","3.6","9.5","3.4","3.8","2.0","1.7","1.2","48164","8700","64507","14503","(X)","(X)","(X)","(X)","50.5","(X)"
