Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,July 22 - Aug 18,07/22/2020 12:00:00 AM,08/18/2020 12:00:00 AM,,,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,July 22 - Aug 18,07/22/2020 12:00:00 AM,08/18/2020 12:00:00 AM,,,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,July 22 - Aug 18,07/22/2020 12:00:00 AM,08/18/2020 12:00:00 AM,,,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,July 22 - Aug 18,07/22/2020 12:00:00 AM,08/18/2020 12:00:00 AM,,,,,
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,36.4,35.9,36.9,35.9 - 36.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,49.0,47.5,50.5,47.5 - 50.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,42.5,40.8,44.1,40.8 - 44.1,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.6,36.3,39.0,36.3 - 39.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,34.9,33.6,36.3,33.6 - 36.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,29.3,28.0,30.6,28.0 - 30.6,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,23.2,21.6,25.0,21.6 - 25.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,19.4,16.3,22.9,16.3 - 22.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,31.8,30.8,32.8,30.8 - 32.8,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,40.7,39.9,41.5,39.9 - 41.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,40.2,38.0,42.3,38.0 - 42.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.4,34.8,35.9,34.8 - 35.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.7,35.7,39.8,35.7 - 39.8,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,30.5,28.2,32.8,28.2 - 32.8,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,43.1,40.2,46.1,40.2 - 46.1,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,41.8,38.4,45.2,38.4 - 45.2,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,36.3,35.0,37.7,35.0 - 37.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,39.4,38.5,40.3,38.5 - 40.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,32.4,31.7,33.0,31.7 - 33.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.2,33.2,41.3,33.2 - 41.3,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,34.8,32.0,37.8,32.0 - 37.8,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.1,31.9,38.3,31.9 - 38.3,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.3,31.0,39.7,31.0 - 39.7,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.0,35.2,40.7,35.2 - 40.7,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.6,34.2,41.0,34.2 - 41.0,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.8,34.4,43.4,34.4 - 43.4,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,30.5,26.4,34.8,26.4 - 34.8,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.3,29.6,41.5,29.6 - 41.5,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,39.4,36.7,42.1,36.7 - 42.1,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.7,35.5,42.0,35.5 - 42.0,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,40.0,35.4,44.7,35.4 - 44.7,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,32.6,29.7,35.5,29.7 - 35.5,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.2,34.7,41.9,34.7 - 41.9,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.2,34.4,42.0,34.4 - 42.0,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,33.2,29.7,36.8,29.7 - 36.8,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.9,32.8,39.2,32.8 - 39.2,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.7,35.0,42.4,35.0 - 42.4,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,39.7,35.6,44.0,35.6 - 44.0,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,39.3,34.8,43.9,34.8 - 43.9,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,34.1,31.1,37.3,31.1 - 37.3,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.8,33.4,38.3,33.4 - 38.3,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,36.7,33.5,39.8,33.5 - 39.8,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,31.8,29.2,34.4,29.2 - 34.4,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,33.2,29.1,37.5,29.1 - 37.5,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,33.5,30.3,36.8,30.3 - 36.8,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,30.7,26.7,35.1,26.7 - 35.1,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,32.0,28.2,36.1,28.2 - 36.1,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,40.4,37.3,43.5,37.3 - 43.5,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,31.5,27.1,36.2,27.1 - 36.2,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.8,34.6,41.2,34.6 - 41.2,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.9,34.9,43.0,34.9 - 43.0,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,34.4,31.3,37.6,31.3 - 37.6,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,32.3,28.6,36.3,28.6 - 36.3,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,29.6,25.3,34.3,25.3 - 34.3,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.3,34.3,40.4,34.3 - 40.4,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.6,34.9,42.4,34.9 - 42.4,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.4,35.4,41.6,35.4 - 41.6,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.7,32.4,39.0,32.4 - 39.0,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,34.2,30.2,38.3,30.2 - 38.3,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,30.4,27.0,34.0,27.0 - 34.0,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,24.2,19.6,29.4,19.6 - 29.4,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,38.4,34.9,42.1,34.9 - 42.1,38.3-40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.1,34.6,39.7,34.6 - 39.7,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,34.4,31.8,37.1,31.8 - 37.1,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,32.0,27.6,36.8,27.6 - 36.8,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.2,32.1,38.4,32.1 - 38.4,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,37.2,34.9,39.6,34.9 - 39.6,35.7-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,34.5,29.9,39.3,29.9 - 39.3,33.3-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,29.1,26.0,32.3,26.0 - 32.3,24.2-33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2,13,Aug 19 - Aug 31,08/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35.6,30.9,40.5,30.9 - 40.5,33.3-35.6
Symptoms of Depressive Disorder,National Estimate,United States,United States,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.4,23.9,25.0,23.9 - 25.0,
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.9,33.0,36.8,33.0 - 36.8,
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.2,26.0,28.6,26.0 - 28.6,
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.8,24.4,27.2,24.4 - 27.2,
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.1,21.8,24.4,21.8 - 24.4,
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.4,18.4,20.4,18.4 - 20.4,
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,14.9,13.3,16.7,13.3 - 16.7,
Symptoms of Depressive Disorder,By Age,United States,80 years and above,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,13.3,10.7,16.2,10.7 - 16.2,
Symptoms of Depressive Disorder,By Sex,United States,Male,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.8,21.8,23.8,21.8 - 23.8,
Symptoms of Depressive Disorder,By Sex,United States,Female,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.0,25.1,26.8,25.1 - 26.8,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.9,27.5,30.5,27.5 - 30.5,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.7,22.0,23.3,22.0 - 23.3,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.5,26.7,30.4,26.7 - 30.4,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.1,17.3,21.0,17.3 - 21.0,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.4,28.6,34.4,28.6 - 34.4,
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.0,29.0,37.1,29.0 - 37.1,
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.7,24.2,27.1,24.2 - 27.1,
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.5,26.6,28.4,26.6 - 28.4,
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,18.4,17.9,19.0,17.9 - 19.0,
Symptoms of Depressive Disorder,By State,Alabama,Alabama,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.2,22.1,28.4,22.1 - 28.4,23.3-26.5
Symptoms of Depressive Disorder,By State,Alaska,Alaska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.6,20.6,26.7,20.6 - 26.7,23.3-26.5
Symptoms of Depressive Disorder,By State,Arizona,Arizona,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.5,23.4,29.7,23.4 - 29.7,23.3-26.5
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.8,26.4,33.4,26.4 - 33.4,26.6-30.3
Symptoms of Depressive Disorder,By State,California,California,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.6,25.3,30.0,25.3 - 30.0,26.6-30.3
Symptoms of Depressive Disorder,By State,Colorado,Colorado,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.7,20.2,25.4,20.2 - 25.4,21.8-23.2
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.2,18.3,24.4,18.3 - 24.4,17.4-21.7
Symptoms of Depressive Disorder,By State,Delaware,Delaware,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.3,19.1,27.9,19.1 - 27.9,23.3-26.5
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,20.9,16.9,25.3,16.9 - 25.3,17.4-21.7
Symptoms of Depressive Disorder,By State,Florida,Florida,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.3,22.2,28.5,22.2 - 28.5,23.3-26.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.2,20.2,26.4,20.2 - 26.4,21.8-23.2
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,29.4,25.2,33.9,25.2 - 33.9,26.6-30.3
Symptoms of Depressive Disorder,By State,Idaho,Idaho,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.8,19.2,24.7,19.2 - 24.7,21.8-23.2
Symptoms of Depressive Disorder,By State,Illinois,Illinois,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.2,21.3,27.3,21.3 - 27.3,23.3-26.5
Symptoms of Depressive Disorder,By State,Indiana,Indiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,20.7,17.8,23.7,17.8 - 23.7,17.4-21.7
Symptoms of Depressive Disorder,By State,Iowa,Iowa,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.8,19.7,26.0,19.7 - 26.0,21.8-23.2
Symptoms of Depressive Disorder,By State,Kansas,Kansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.3,17.0,21.7,17.0 - 21.7,17.4-21.7
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.1,26.1,34.4,26.1 - 34.4,26.6-30.3
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.3,26.1,34.7,26.1 - 34.7,26.6-30.3
Symptoms of Depressive Disorder,By State,Maine,Maine,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,20.4,16.8,24.4,16.8 - 24.4,17.4-21.7
Symptoms of Depressive Disorder,By State,Maryland,Maryland,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.3,20.6,26.2,20.6 - 26.2,23.3-26.5
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,20.5,17.8,23.3,17.8 - 23.3,17.4-21.7
Symptoms of Depressive Disorder,By State,Michigan,Michigan,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.4,21.1,25.8,21.1 - 25.8,23.3-26.5
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,18.6,16.2,21.2,16.2 - 21.2,17.4-21.7
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.4,24.7,32.4,24.7 - 32.4,26.6-30.3
Symptoms of Depressive Disorder,By State,Missouri,Missouri,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.8,18.6,25.4,18.6 - 25.4,21.8-23.2
Symptoms of Depressive Disorder,By State,Montana,Montana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.2,19.1,25.4,19.1 - 25.4,21.8-23.2
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.7,19.0,24.7,19.0 - 24.7,17.4-21.7
Symptoms of Depressive Disorder,By State,Nevada,Nevada,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.1,24.0,30.3,24.0 - 30.3,26.6-30.3
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.1,18.7,25.8,18.7 - 25.8,21.8-23.2
