,self_employed,company_size,tech_or_not,tech_it,employer_provide_coverage,mh_care_options_coverage,wellness_program_discuss,resources_mh_help,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,leave,talk_ph_mh_coworkers,talk_mh_supervisors,talk_mh_employer,talk_mh_coworkers,coworker_discuss_mh,importance_ph_employer,importance_mh_employer,previous_employer,prev_tech_or_not,prev_mh_coverage,Were you aware of the options for mental health care provided by your previous employers?,prev_wellness_program_discuss,prev_resources_mh_help,prev_anonymity_mh_treatment,prev_discuss_ph_mh,prev_discuss_mh_supervisors,prev_discuss_employer,prev_discuss_coworkers,prev_coworkers_discuss_mh,describe_conversation,prev_employer_importance_ph,prev_emploey_importance_mh,currently_dx_mh,past_mh_disorder,treatment_for_mh_by_mh_professional,mh_family_history,if_mh_treated_effectively_interfere_work,if_mh_not_treated_effectively_interfere_work,not_reveal_mh_because_observations,share_mh_family_friends,interview_ph,why_why_not_ph,interview_mh,why_why_not_mh,identified_work_mh_individual,reaction_towards_mh,employer_unsuportive_response_mh,unsuportive_desciption,employer_suportive_response_mh,tech_industry_support_mh_issues,age,gender,country_live,state_live,ethnicity,country_work,state_work,key
174,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,Maybe,False,Maybe,True,10.0,5.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,False,False,,0.0,0.0,Yes,Yes,True,Yes,Rarely,Often,No,3,No,Because there is still bias against disabled individuals,No,Even bigger stigma around mental health issues,True,5,No,,No,2,38,Female,United States of America,Texas,White,United States of America,Texas,45
175,False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Same level of comfort for each,Maybe,True,Maybe,True,8.0,5.0,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did",I don't know,Same level of comfort for each,I don't know,True,True,False,,6.0,6.0,Yes,Yes,True,Yes,Rarely,Sometimes,Yes,10,Maybe,"If it doesn't stop me from doing the job, then it's unimportant. However, I'd be worried about being remembered as the ""candidate with the physical issue.""",No,I don't want to sound like a problem child!,True,10,"Yes, I experienced","Anxiety had taken over, and I could not think straight. I couldn't remember all the extremely different things I needed to know cold for my new job. I had an anxiety attack in front of my boss. 

All this happened AFTER the company I worked for had their annual ""year start"" gathering in SFO. When it became apparent that I have anxiety, and it was interfering with my ability to complete tasks, my boss put me on a PIP that was impossible to achieve. I missed one task that was unclear the first week, and that was grounds enough for them to fire me. They paid me severance, offered me a ""soft landing"".

I now realize getting fired was probably a good thing.  However, at the time I made it clear I was not giving up and admitting defeat. The company I worked for, who champions mental health issues! No stigma! Open discussion! When I broke down and told my boss about my anxiety during a 1:1 and several questions had been posed (the answer to most was ""because of my anxiety""), he probably made the decision right there that he wasn't going to keep me because I was a pain to deal with. ","Yes, I experienced",1,51,F,United States of America,Florida,White,United States of America,Florida,45
176,False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,True,Maybe,True,10.0,8.0,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,True,True,We had a nice little support group that we would check on each other.,10.0,6.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,9,No,I avoid all topics of health in an interview.,No,I try to avoid all health related topics in interviews,False,7,No,,"Yes, I experienced",2,39,Male,United States of America,Virginia,White,United States of America,Virginia,45
177,False,More than 1000,False,True,Yes,No,I don't know,I don't know,I don't know,I don't know,Physical health,Yes,False,No,True,7.0,8.0,True,False,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,5.0,Don't Know,No,False,No,Not applicable to me,Not applicable to me,No,4,Yes,It could affect my ability to reach their expectations and make work harder.,Yes,It could affect my ability to do the work and meet expectations.,False,6,No,,No,3,22,Male,United States of America,Virginia,White,United States of America,Virginia,45
178,False,More than 1000,True,True,Yes,Yes,I don't know,Yes,Yes,Very easy,Same level of comfort for each,No,True,Yes,True,7.0,5.0,True,True,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,False,False,,0.0,0.0,Yes,Yes,True,Yes,Rarely,Sometimes,Maybe,8,Maybe,"I have mild cerebral palsy. It's not obvious, and probably wouldn't come up in an interview. However, if I'm asked about it, I have no problem sharing.",Maybe,"I may ask HR about health services offered (mental and physical) but I probably wouldn't ask the person interviewing me, unless at the end of a longer interview process. In my experience, interviews tend to be more about the job role and how my skills and experience relate.",False,6,"Yes, I experienced","I went to a manager at a previous employer with a concern, and I was told it's all in my head and that I should just get over it.","Yes, I experienced",3,26,Male,United States of America,Virginia,White,United States of America,Virginia,45
179,False,100-500,False,True,I don't know,No,No,No,No,Somewhat easy,Physical health,No,False,No,True,5.0,1.0,False,,,,,,,,,,,,,,,Possibly,Possibly,False,Yes,Sometimes,Sometimes,Yes,5,No,,No,,False,3,"Yes, I observed",,Maybe/Not sure,1,42,m,United States of America,Oklahoma,More than one of the above,United States of America,Oklahoma,45
180,False,100-500,False,True,Not eligible for coverage / NA,No,Yes,No,I don't know,I don't know,Physical health,No,True,No,False,5.0,2.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,False,False,,2.0,0.0,Yes,Yes,True,No,Often,Often,,3,No,Worried it would affect my hiring,No,Worried it would affect my hiring,False,6,"Yes, I observed",Person was bullied into leaving,No,1,49,male,United Kingdom,,,United Kingdom,,45
181,False,More than 1000,True,True,Yes,No,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,True,8.0,8.0,True,True,Some did,I was aware of some,I don't know,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,True,True,A colleague was suffering from depression and we spent several occasions chatting as part of her support network.,8.0,6.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Not a problem. ,Maybe,More likely to be stigmatised. ,False,9,No,,"Yes, I observed",3,48,Male,United Kingdom,,,United Kingdom,,45
182,False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,False,No,True,7.0,8.0,False,,,,,,,,,,,,,,,No,Yes,True,Yes,Often,Often,Maybe,9,Maybe,,No,why,False,6,"Yes, I experienced",,"Yes, I observed",3,25,male,Germany,,,Germany,,45
183,False,6-25,True,True,Not eligible for coverage / NA,,No,No,I don't know,Very easy,Physical health,Maybe,True,Maybe,True,4.0,8.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",True,True,True,"When one of my ex coworkers has been absent from work for about a month and then came for a visit at the office, like a different person (accompanied by his mother), we all had questions but no one asked him directly about it, we just talked between us",5.0,10.0,Yes,Yes,True,I don't know,Sometimes,Often,No,7,Maybe,"Because i fear this will affect how i look, in an interview i tend to bring my 100% healthy me.",No,"I tend to bring my 100% healthy, it might cause me to lose this job if i really want it.
I do know inside that if someone do not accept me for a job because of physical/mental health issue/disorder i would not work for them at all, but still, my instincts will not let me reveal it at that point.",False,6,No,,"Yes, I observed",5,31,Male,Israel,,,Israel,,45
184,False,1-5,True,True,Yes,No,No,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,False,Maybe,True,8.0,8.0,True,True,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,True,True,"They described their ability to deal with what life threw at them in terms of work, family, relationships, and friends. This included details about living conditions and running out of money.",7.0,7.0,No,No,False,No,Not applicable to me,Not applicable to me,No,5,Maybe,I would not want to eliminate myself from contention when there is not now any issue.,No,"Again, why take the chance you would be eliminated because of your condition. I don't trust HR to hire people even if their mental health condition is treated and stable.",False,4,"Yes, I observed",I had a colleague with an alcohol problem that I did not recognize for a long time.,"Yes, I observed",3,63,Male,United States of America,Georgia,White,United States of America,Georgia,45
185,False,More than 1000,True,True,No,No,No,No,I don't know,Difficult,Physical health,No,False,No,True,7.0,5.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,7.0,3.0,Don't Know,No,False,No,Not applicable to me,Not applicable to me,Maybe,8,Maybe,Maybe I cannot get the job because in Turkey employers want slaves instead of employees and if you are sick in their eyes your not very efficient,No,same reason with the previous one and moreover in underdeveloped countries you can be judged or labeled as crazy (unfortunately),False,2,No,,No,3,30,Female,Turkey,,,Turkey,,45
186,False,100-500,True,True,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,True,10.0,10.0,True,False,I don't know,N/A (was not aware),Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,False,False,,10.0,7.0,No,Yes,True,I don't know,Not applicable to me,Not applicable to me,No,10,Maybe,as long as it does not affect my work i dont bring it up,Maybe,dont know,False,10,No,,"Yes, I experienced",3,34,male,Switzerland,,,Switzerland,,45
187,False,100-500,True,True,No,,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,True,Yes,True,6.0,3.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,True,True,"When sharing details about my burnout, they shared details about similar things they experienced in the past, and this allowed them to realise that they themselves burned-out in the past (it was a blind-spot for them until then).",8.0,2.0,Possibly,Possibly,True,Yes,Not applicable to me,Sometimes,Maybe,8,Maybe,If could impact negatively my chances of getting a job.,No,"I fear it would lower my chances to get a job.  I would however poke at their level of accommodation for mental health issue, and a smart interviewer would understand I need such accommodations.",False,5,"Yes, I experienced",Telling me I should not get myself sick because of work (burnout).  I associate this to a form of survivor bias.,"Yes, I experienced",2,41,Male,Netherlands,,,Netherlands,,45
188,False,More than 1000,False,True,No,No,No,Yes,No,Very easy,Physical health,Yes,True,Maybe,False,5.0,5.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",True,False,False,,5.0,5.0,Possibly,Possibly,True,Yes,Rarely,Rarely,No,7,No,"I feel it's not relevant for applying jobs, as my work should be what defines my chance for getting a job.",No,"I feel it's not relevant for applying jobs, as my work should be what defines my chance for getting a job.",False,7,"Yes, I experienced","It's mostly in normal chats/talks, where people use words that can be hurtful or misused.","Yes, I experienced",2,31,Male,Norway,,,Norway,,45
189,False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Yes,False,Maybe,True,6.0,4.0,True,True,Some did,I was aware of some,None did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,False,False,False,,6.0,6.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,8,Maybe,It depends on the relation I feel I have with the interviewer.,Maybe,Depends on the relation I have with the interviewer,False,5,Maybe/Not sure,,"Yes, I experienced",3,29,Woman,Norway,,,Norway,,45
190,False,More than 1000,False,True,Yes,No,No,Yes,I don't know,Somewhat easy,Physical health,No,False,No,True,6.0,4.0,True,True,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,3.0,Possibly,Yes,True,Yes,Sometimes,Sometimes,Maybe,7,No,,No,,False,5,Maybe/Not sure,,Maybe/Not sure,3,29,Male,United States of America,Maryland,White,United States of America,Maryland,45
191,True,,,,,,,,,,,,,,,,,True,True,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Physical health,"Yes, all of my previous supervisors",True,True,True,rshth,9.0,9.0,Yes,Yes,True,Yes,Sometimes,Sometimes,Yes,8,Maybe,chyf,Maybe,chhc,True,6,"Yes, I experienced",cjhh,Maybe/Not sure,3,44,rr,United States of America,Alabama,Black or African American,Botswana,,45
192,False,More than 1000,True,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,Maybe,False,Yes,False,6.0,3.0,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,False,True,False,,6.0,6.0,Possibly,No,False,No,Not applicable to me,Not applicable to me,Yes,6,Maybe,,No,stigma,False,6,No,,Maybe/Not sure,1,32,male,United States of America,New York,White,United States of America,New York,45
193,False,More than 1000,False,True,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,False,Maybe,True,7.0,6.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,6.0,5.0,No,Possibly,True,Yes,Not applicable to me,Not applicable to me,No,7,Yes,,No,I would be scared it would result in me not getting the position,False,7,Maybe/Not sure,,Maybe/Not sure,2,28,Male,Norway,,,Norway,,45
194,False,More than 1000,False,True,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,False,Maybe,False,7.0,6.0,False,,,,,,,,,,,,,,,Yes,No,False,I don't know,Rarely,Rarely,No,5,No,Shouldn’t be a factor for employment,No,Shouldn’t be a factor for employment,False,7,Maybe/Not sure,,Maybe/Not sure,4,36,Male,United States of America,Iowa,White,United States of America,Iowa,45
195,False,More than 1000,True,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,False,Maybe,False,8.0,6.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,True,True,,8.0,5.0,Don't Know,Yes,True,Yes,Not applicable to me,Often,Yes,2,No,ADA requires accommodations. No need to disclose until after receiving an offer.,No,,False,1,"Yes, I observed",,"Yes, I experienced",2,28,cis woman,United States of America,New York,White,United States of America,New York,45
196,True,,,,,,,,,,,,,,,,,True,True,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,True,False,,8.0,1.0,Yes,Yes,True,Yes,Rarely,Often,No,6,Maybe,It really depends on what that physical issue is. I have a uterus and would feel uncomfortable bringing up any issues I have related to that in the workplace.,No,I would be worried that it would affect my ability to get a job.,False,3,No,,No,2,30,Female,United States of America,Illinois,White,United States of America,Illinois,45
197,False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,False,Yes,False,8.0,8.0,True,True,Some did,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,False,True,Intimate details that I would never consider sharing with a coworker,2.0,5.0,No,No,False,No,Not applicable to me,Not applicable to me,Maybe,8,No,Fear of potential employment due to pre-existing health problems. Working in the US sucks,No,"Again, potential loss of employment",False,8,No,,No,3,36,Male,United States of America,New York,White,United States of America,New York,45
198,False,6-25,True,True,Yes,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,True,Maybe,False,5.0,3.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,True,True,Once a coworker described some issues he was having that reminded me of some things I've dealt with and I suggested he get evaluated for ADHD. I don't know whether he did.,5.0,3.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,Maybe,"It would depend on what the issue was, how likely I thought it was to impact my job performance, and whether I thought discussing it would damage my chances to get the job.",Yes,I try to mention ADHD during interviews just to get that information out there. It also helps fill in some gaps in my education and job history.,True,5,No,,No,2,40,Male,United States of America,Kansas,White,United States of America,Kansas,45
199,False,100-500,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,4.0,0.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,I don't know,False,False,False,,1.0,0.0,Don't Know,No,False,No,Not applicable to me,Not applicable to me,,3,Yes,,No,,False,4,"Yes, I observed",,Maybe/Not sure,3,27,Male,United States of America,Illinois,White,United States of America,Illinois,45
200,False,More than 1000,False,True,Yes,No,No,I don't know,I don't know,Very easy,Physical health,Yes,True,Maybe,True,3.0,2.0,True,False,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,3.0,2.0,Yes,Yes,True,Yes,Sometimes,Often,No,8,Maybe,i don't know,No,"it's more stigma attached, and I don't want to deal with that",False,6,Maybe/Not sure,,"Yes, I experienced",2,28,female,Norway,,,Norway,,45
201,False,More than 1000,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,True,Yes,True,7.0,7.0,True,False,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,True,True,True,See above. =),6.0,8.0,Yes,Yes,True,Yes,Rarely,Often,No,10,Maybe,"Depending on the issue and the role, because it's none of their dang business.",Maybe,"If I were to bring up my mental health issues, it would be as a set of ""bonus features."" I have ADHD, which suits me especially well for high-speed environments with lots of incomings/inputs, and am particularly good at creative/out-of-the-box thinking, which may be germane to my job role. ",True,5,"Yes, I experienced","Part of my mental health history included an anxious/depressive crash, which was handled very poorly by me, but also by some supervisors and leaders. There was a strong sense of questioning my fitness for that career, which contributed to a shift in career. The failure of leadership to provide meaningful help in that case was very distressing. ","Yes, I experienced",3,34,male,United States of America,Nebraska,White,United States of America,Nebraska,45
202,False,6-25,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,9.0,10.0,True,False,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did",I don't know,Physical health,Some of my previous supervisors,True,False,False,,10.0,8.0,Yes,Don't Know,True,I don't know,Sometimes,Often,No,10,Maybe,"It depends on the issue. But having been involved in the hiring process myself, I know it can be a factor in being hired",Maybe,"ADHD is still very misunderstood, stigmatized, dismissed, etc.",False,10,"Yes, I observed",Mostly gossip. People still want to stigmatize mental illness.,"Yes, I experienced",4,34,Male,United States of America,Texas,White,United States of America,Texas,45
203,True,,,,,,,,,,,,,,,,,True,False,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,True,True,False,,9.0,5.0,Yes,Yes,True,Yes,Sometimes,Often,No,10,Maybe,If it was visible I’d have to. Otherwise not in an interview due to the likelihood of discrimination. It probably wouldn’t be consciously done but definitely subconsciously.,No,Discrimination ,False,4,Maybe/Not sure,,No,3,34,Female,United States of America,Minnesota,White,United States of America,Minnesota,45
204,False,100-500,True,False,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,Maybe,True,Maybe,True,6.0,1.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,True,False,,1.0,1.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,9,Maybe,"If it's unnecessary to bring up, I wouldn't.",No,I believe the stigma is very real in the professional work setting with mental health issues.,True,3,"Yes, I observed","Judging and talking behind my back, not thinking I am able to handle a task because of it","Yes, I experienced",1,27,Female,United States of America,Georgia,White,United States of America,Georgia,45
205,False,More than 1000,True,False,Yes,Yes,No,No,Yes,Neither easy nor difficult,Same level of comfort for each,Maybe,False,Maybe,True,5.0,3.0,False,,,,,,,,,,,,,,,Possibly,Yes,True,Yes,Sometimes,Sometimes,Yes,5,No,"
",No,"
",False,7,Maybe/Not sure,,Maybe/Not sure,3,44,female,United States of America,Maryland,White,United States of America,Maryland,45
206,False,100-500,False,True,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,True,No,False,8.0,5.0,True,False,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,8.0,5.0,Yes,Possibly,True,I don't know,Rarely,Often,No,7,Yes,Because it's something important to discuss about,Yes,Because it's pretty important to talk it and it can avoid to don´t be misjudged,True,5,No,,No,2,36,Male,Mexico,,,Mexico,,45
207,False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,True,Yes,True,10.0,10.0,True,True,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",True,True,False,,10.0,0.0,Yes,Yes,True,Yes,Rarely,Often,,10,No,that is confidential information and none of their business,No,confidential; not their business,True,5,No,,No,3,31,female,United States of America,Minnesota,White,United States of America,Minnesota,45
208,False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,False,Yes,True,8.0,10.0,True,True,I don't know,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,10.0,1.0,Yes,Yes,True,No,Sometimes,Often,No,10,Yes,Set realistic expectations for availability & work schedule — in case I have a lot of medical appointments ,Yes,Set realistic expectations for accommodations I might need — E.g. a day each week to work remotely ,True,8,Maybe/Not sure,,"Yes, I experienced",2,26,Agender trans woman,United States of America,Michigan,More than one of the above,United States of America,Michigan,45
209,False,6-25,True,True,Yes,Yes,No,I don't know,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,7.0,8.0,True,True,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,"Yes, always",Physical health,"Yes, all of my previous supervisors",False,False,False,,7.0,7.0,No,No,False,No,Not applicable to me,Not applicable to me,No,7,Maybe,Depends on if I felt it would have a bearing on what I needed from the employer,Maybe,Depends on whether I felt it would have bearing on what I needed from the employer,True,9,No,,Maybe/Not sure,3,39,male,United States of America,Massachusetts,White,United States of America,Massachusetts,45
210,False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,6.0,5.0,True,True,Some did,I was aware of some,I don't know,Some did,I don't know,Physical health,Some of my previous supervisors,False,False,False,,2.0,1.0,Yes,Yes,True,Yes,Sometimes,Often,,10,Maybe,Depends whether the job has any physical requirements.,Maybe,"I have recurring schedule requirements that may not be compatible with every job.  If there is a strict M-F 9-5 schedule, I would need an accommodation.  Depending on the job, that may not be possible.",True,8,Maybe/Not sure,,"Yes, I experienced",3,36,Female,United States of America,New York,White,United States of America,New York,45
211,False,6-25,True,True,Not eligible for coverage / NA,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,False,Maybe,True,9.0,6.0,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did",Sometimes,Same level of comfort for each,Some of my previous supervisors,True,True,True,"They told me everything and we talked about him going to therapy, which he eventually did",10.0,2.0,Yes,Yes,True,Yes,Often,Rarely,No,10,Yes,"If it's something that is diagnosed and might impact my work there in some way, I'd like to be transparent about it.",Maybe,I'd like to think I would but THE STIGMA. I don't want them to think I'm crazy.,True,5,"Yes, I experienced",I was basically told to take a leave of absence unpaid or to quit my job.,"Yes, I experienced",3,25,Female,United States of America,Michigan,White,United States of America,Michigan,45
212,False,More than 1000,False,True,No,No,No,No,I don't know,Very easy,Physical health,No,False,No,False,0.0,0.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,0.0,0.0,Yes,Yes,True,I don't know,Sometimes,Often,,4,Maybe,not a deal for a dev,No, I will be rejected,False,0,"Yes, I experienced","inadequate support structures.
A psychological unit is in place but uneffective, just for display. No power neither competence. ","Yes, I observed",1,47,m,Switzerland,,,Switzerland,,45
213,False,More than 1000,False,True,Yes,No,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,5.0,7.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,3.0,Possibly,Yes,True,I don't know,Rarely,Often,No,7,Yes,The law protects me from discrimination,No,"I suppose, honestly, I fear prejudice more than I would for physical health, even though the law is the same",False,9,"Yes, I experienced","I was clearly suffering from the stress of the role, but the pressure to deliver, and something not dissimilar to gaslighting (i.e. making me question the legitimacy of beliefs that I was being overworked) was applied by the tech lead on the project",Maybe/Not sure,2,38,Male,United Kingdom,,,United Kingdom,,45
214,False,26-100,True,True,I don't know,,Yes,No,I don't know,Very easy,Same level of comfort for each,Maybe,True,Maybe,True,10.0,10.0,True,True,Some did,I was aware of some,Some did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,True,False,,7.0,7.0,Don't Know,Possibly,False,No,Not applicable to me,Not applicable to me,,4,Maybe,,Maybe,,False,7,"Yes, I observed",,"Yes, I observed",3,33,male,Canada,,,Canada,,45
215,True,,,,,,,,,,,,,,,,,True,True,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",True,True,True,Again too long to write ,5.0,1.0,Possibly,Yes,True,I don't know,Not applicable to me,Often,Maybe,6,No,"If it interfered with a job, I wouldn’t apply for it. Also, I’m happy being self-employed ",No,I’m self-employed and wouldn’t go for an interview and maybe it’s one of the reasons why I’m self-employed. I don’t want to have to explain any issues ,False,6,"Yes, I experienced","Terminal illness and subsequent death of my ex husband and son’s father and death of my father. Lost my job, twice ",Maybe/Not sure,1,59,Female ,United Kingdom,,,United Kingdom,,45
216,False,100-500,True,True,Yes,Yes,Yes,No,Yes,Very easy,Physical health,Yes,False,Maybe,True,5.0,7.0,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",False,True,True,Supervisor asked me if I was willing to help support a colleague who was going through something rough.,6.0,4.0,Possibly,Possibly,True,Yes,Rarely,Sometimes,No,7,Yes,I have well-controlled epilepsy and need an employer to understand that minor schedule accommodations may be necessary due to infrequent but potential driving prohibitions.  I wouldn't want to work for a company that could not support its employees with reasonable accommodations for health issues.,Yes,"If I had a diagnosed mental health disorder, I'd want to disclose that.  If the company is going to treat that as a liability, they're not going to be a great fit for me.",False,7,"Yes, I observed","That colleague's need for a short absence was spoken about in the same manner as a poorly-performing employee, rather than an employee who was suffering a short-term disabling physical illness.","Yes, I experienced",2,39,Male,United States of America,Nebraska,White,United States of America,Nebraska,45
217,False,100-500,True,True,Not eligible for coverage / NA,,Yes,I don't know,Yes,I don't know,Physical health,Maybe,False,No,False,5.0,5.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,5.0,3.0,Yes,Yes,True,I don't know,Rarely,Often,No,10,No,,No,,False,5,No,,Maybe/Not sure,3,19,female,United States of America,Nebraska,White,United States of America,Nebraska,45
218,False,6-25,False,True,Not eligible for coverage / NA,,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,No,False,5.0,3.0,True,True,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,"No, none of my previous supervisors",True,True,True,Multiple people told me about how they were burned out,5.0,4.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,No,I feel potential employers would look down on individuals with medical problems,No,I feel potential employers would look down on individuals with mental health issues,False,2,Maybe/Not sure,,Maybe/Not sure,2,35,Male,United States of America,Kansas,White,United States of America,Colorado,45
219,False,26-100,True,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Physical health,No,False,Maybe,False,0.0,0.0,True,False,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,False,False,,0.0,0.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,10,Maybe,I have back problems and I worry they would think I would not be able to perform my job duties.,No,I am afraid they would be someone who does not understand and judge me.,False,6,Maybe/Not sure,,No,3,38,male,United States of America,Tennessee,White,United States of America,Tennessee,45
220,False,100-500,True,True,I don't know,Yes,I don't know,Yes,I don't know,Somewhat easy,Physical health,No,False,Maybe,False,8.0,10.0,False,,,,,,,,,,,,,,,No,No,False,No,Not applicable to me,Not applicable to me,,5,Maybe,,Maybe,,False,5,No,,No,5,23,femmina,Italy,,,Italy,,45
221,False,More than 1000,False,False,Yes,Yes,No,Yes,Yes,Difficult,Physical health,Yes,True,No,True,8.0,1.0,False,,,,,,,,,,,,,,,Yes,Yes,True,Yes,Sometimes,Often,,9,Yes,There's no big stigma that comes along with physical issues.,Maybe,"You must be your STRONGEST AND MOST PERFECT SELF when job-hunting. No weaknesses allowed, least of all BRAIN weaknesses.",False,7,No,,No,3,32,Male,United States of America,Massachusetts,White,United States of America,Massachusetts,45
